ds_name,ds_name_2,left_column,right_column
CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027353__2.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__35.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__35.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__30.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA
USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101__17.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101__17.csv,DIR_FACTOR,DIR_FACTOR
USA_CSV0000000000034882__25.csv,USA_CSV0000000000037101__17.csv,TYPE_FACILITY,TYPE_FACILITY
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,PEAK_CAPACITY,PEAK_CAPACITY
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,ACCESS_CONTROL,ACCESS_CONTROL
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,URBAN_CODE,URBAN_CODE
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,IS_GROUPED,IS_GROUPED
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,PEAK_PARKING,PEAK_PARKING
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,SECTION_ID,SECTION_ID
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,TYPE_SIGNAL,TYPE_SIGNAL
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,TRUCK_ROUTE,TRUCK_ROUTE
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,PEAK_LANES,PEAK_LANES
USA_CSV0000000000033847__10.csv,USA_CSV0000000000034882__12.csv,PAVEMENT_TYPE,PAVEMENT_TYPE
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__14.csv,PERC_COMBINATION,PERC_COMBINATION
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__14.csv,SHOULDER_TYPE,SHOULDER_TYPE
USA_CSV0000000000034882__9.csv,USA_CSV0000000000037101__17.csv,SAMPLING_TECH,SAMPLING_TECH
UK_CSV0000000000002010__17.csv,UK_CSV0000000000002010__6.csv,Post-Op Q Anxiety,Post-Op Q Anxiety
USA_CSV0000000000037101__17.csv,USA_CSV0000000000037101__35.csv,TYPE_TERRAIN,TYPE_TERRAIN
CAN_CSV0000000000001787__41.csv,CAN_CSV0000000000001797__26.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__41.csv,CAN_CSV0000000000001797__21.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001787__8.csv,CAN_CSV0000000000001797__2.csv,RentLocation,RentLocation
CAN_CSV0000000000001797__3.csv,CAN_CSV0000000000001797__6.csv,RentLocation,RentLocation
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,CEILOMTR_ELEV,CEILOMTR_ELEV
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,PCPN_AMT_PST6HRS_QA,PCPN_AMT_PST6HRS_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,CLD_BAS_HGT_1,CLD_BAS_HGT_1
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,ALTMETR_SETNG,ALTMETR_SETNG
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,DNSTY_ALTD,DNSTY_ALTD
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,AVG_VIS_PST10MTS,AVG_VIS_PST10MTS
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,DATA_ATTRIB_NOT,DATA_ATTRIB_NOT
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,PCPN_AMT_PST1HR_QA,PCPN_AMT_PST1HR_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,AVG_REL_HUM_PST1MT,AVG_REL_HUM_PST1MT
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,AVG_VIS_PST1MT,AVG_VIS_PST1MT
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,AVG_VIS_PST1MT_QA,AVG_VIS_PST1MT_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,AVG_VIS_PST10MTS_QA,AVG_VIS_PST10MTS_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__28.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__25.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__25.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__25.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__25.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__25.csv,YEAR_RECORD,YEAR_RECORD
CAN_CSV0000000000027353__17.csv,CAN_CSV0000000000027353__18.csv,LTNG_DIS_RMK,LTNG_DIS_RMK
CAN_CSV0000000000027353__17.csv,CAN_CSV0000000000027353__18.csv,OBS_DATETIME_UTC,OBS_DATETIME_UTC
CAN_CSV0000000000027353__17.csv,CAN_CSV0000000000027353__18.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT
USA_CSV0000000000033169__10.csv,USA_CSV0000000000034070__20.csv,High Blood Pressure,High Blood Pressure
USA_CSV0000000000033169__10.csv,USA_CSV0000000000034070__20.csv,Hyperlipidemia,Hyperlipidemia
CAN_CSV0000000000001337__3.csv,CAN_CSV0000000000001337__4.csv,SUBDIVISION_ENM,SUBDIVISION_ENM
CAN_CSV0000000000001337__3.csv,CAN_CSV0000000000001337__4.csv,COUNTRY_FNM,COUNTRY_FNM
CAN_CSV0000000000001337__3.csv,CAN_CSV0000000000001337__4.csv,WORLDAREANAMEE,WORLDAREANAMEE
CAN_CSV0000000000001337__3.csv,CAN_CSV0000000000001337__4.csv,OCCURRENCETIME,OCCURRENCETIME
CAN_CSV0000000000001337__3.csv,CAN_CSV0000000000001337__4.csv,SUBDIVISION_FNM,SUBDIVISION_FNM
CAN_CSV0000000000001337__3.csv,CAN_CSV0000000000001337__4.csv,DAYORNIGHT,DAYORNIGHT
CAN_CSV0000000000001337__3.csv,CAN_CSV0000000000001337__4.csv,OCCURRENCELOCATION,OCCURRENCELOCATION
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000001735__4.csv,Province/Canada,Province/Canada
CAN_CSV0000000000001780__12.csv,CAN_CSV0000000000001780__17.csv,4A02P Pine Pass,4A02P Pine Pass
CAN_CSV0000000000001780__12.csv,CAN_CSV0000000000001780__17.csv,2F18P Brenda Mine,2F18P Brenda Mine
CAN_CSV0000000000001780__12.csv,CAN_CSV0000000000001780__17.csv,4B16P Shedin Creek,4B16P Shedin Creek
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,ROUTE_QUALIFIER,ROUTE_QUALIFIER
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,SECTION_ID,SECTION_ID
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,SHOULDER_TYPE,SHOULDER_TYPE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PEAK_LANES,PEAK_LANES
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PEAK_CAPACITY,PEAK_CAPACITY
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,ACCESS_CONTROL,ACCESS_CONTROL
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,AVG_SINGLE_UNIT,AVG_SINGLE_UNIT
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PERC_SINGLE_UNIT,PERC_SINGLE_UNIT
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,IS_GROUPED,IS_GROUPED
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,TRUCK_ROUTE,TRUCK_ROUTE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,TYPE_SIGNAL,TYPE_SIGNAL
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,URBAN_CODE,URBAN_CODE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,SHOULDER_WIDTH_L,SHOULDER_WIDTH_L
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PAVEMENT_TYPE,PAVEMENT_TYPE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,MEDIAN_TYPE,MEDIAN_TYPE
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PERC_COMBINATION,PERC_COMBINATION
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,PEAK_PARKING,PEAK_PARKING
USA_CSV0000000000034882__12.csv,USA_CSV0000000000034882__14.csv,UNBUILT_FACILITY,UNBUILT_FACILITY
CAN_CSV0000000000001724__46.csv,CAN_CSV0000000000001787__7.csv,RentLocation,RentLocation
UK_CSV0000000000005621__10.csv,UK_CSV0000000000005621__8.csv,Variable Type,Variable Type
UK_CSV0000000000005621__10.csv,UK_CSV0000000000005621__8.csv,Use of advocacy,Use of advocacy
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,DONUT_EXP_FACTOR,DONUT_EXP_FACTOR
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,ROUTE_NUMBER,ROUTE_NUMBER
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,AVG_COMBINATION,AVG_COMBINATION
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,PEAK_LANES,PEAK_LANES
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,YEAR_SURF_IMPROV,YEAR_SURF_IMPROV
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,TRUCK_ROUTE,TRUCK_ROUTE
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,PERC_SIGHT,PERC_SIGHT
USA_CSV0000000000037101__18.csv,USA_CSV0000000000037101__20.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__5.csv,DATA_ATTRIB_NOT,DATA_ATTRIB_NOT
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__5.csv,CEILOMTR_ELEV,CEILOMTR_ELEV
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__5.csv,PCPN_AMT_PST1MT_QA,PCPN_AMT_PST1MT_QA
CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__5.csv,PCPN_AMT_PST1HR,PCPN_AMT_PST1HR
SG_CSV0000000000000925__3.csv,SG_CSV0000000000001714__17.csv,respondent_id,respondent_id
SG_CSV0000000000000925__3.csv,SG_CSV0000000000001714__17.csv,yearbornin_1_slice,yearbornin_1_slice
SG_CSV0000000000000925__3.csv,SG_CSV0000000000001714__17.csv,highestlevel,highestlevel
UK_CSV0000000000002010__13.csv,UK_CSV0000000000002010__17.csv,Circulation,Circulation
UK_CSV0000000000002010__13.csv,UK_CSV0000000000002010__17.csv,Revision Flag,Revision Flag
UK_CSV0000000000002010__13.csv,UK_CSV0000000000002010__17.csv,Kidney Disease,Kidney Disease
UK_CSV0000000000002010__13.csv,UK_CSV0000000000002010__17.csv,Post-Op Q EQ VAS,Post-Op Q EQ VAS
UK_CSV0000000000002010__13.csv,UK_CSV0000000000002010__17.csv,Post-Op Q Anxiety,Post-Op Q Anxiety
UK_CSV0000000000002010__13.csv,UK_CSV0000000000002010__17.csv,Pre-Op Q Activity,Pre-Op Q Activity
CAN_CSV0000000000020982.csv,CAN_CSV0000000000024893.csv,Function / Fonction,Function / Fonction
CAN_CSV0000000000001286.csv,CAN_CSV0000000000002323.csv,REF_DATE,REF_DATE
CAN_CSV0000000000001286.csv,CAN_CSV0000000000002323.csv,Coordinate,Coordinate
CAN_CSV0000000000003410.csv,CAN_CSV0000000000010564.csv,Field Unit,Field Unit
CAN_CSV0000000000003410.csv,CAN_CSV0000000000010564.csv,Local Time,Local Time
CAN_CSV0000000000003410.csv,CAN_CSV0000000000010564.csv,Incident Number,Incident Number
CAN_CSV0000000000003410.csv,CAN_CSV0000000000010564.csv,Incident Date,Incident Date
CAN_CSV0000000000003410.csv,CAN_CSV0000000000003463.csv,Incident Date,Incident Date
CAN_CSV0000000000003410.csv,CAN_CSV0000000000003463.csv,Incident Number,Incident Number
CAN_CSV0000000000003410.csv,CAN_CSV0000000000003463.csv,Field Unit,Field Unit
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,year_of_enactment,year_of_enactment
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,program_code,program_code
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,vendor_name,vendor_name
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,program_description,program_description
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,budget_reference,budget_reference
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,agency_name,agency_name
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,account_description,account_description
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,accounting_period,accounting_period
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,accounting_date,accounting_date
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,account_type,account_type
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,fund_description,fund_description
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,department_name,department_name
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,fiscal_year_begin,fiscal_year_begin
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,fund_group,fund_group
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,account_category,account_category
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,document_id,document_id
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,business_unit,business_unit
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,monetary_amount,monetary_amount
CAN_CSV0000000000001024.csv,CAN_CSV0000000000007184.csv,REF_DATE,REF_DATE
