TableName,Description
SG_CSV0000000000001757.csv,"The table SG_CSV0000000000001757.csv summarizes data from the years 1981 to 1985 regarding the number of pre-university students and pre-university teachers, categorized by gender (MF for male and female together, and F for female) and school type (Aided, Auto, Govt, Indep, and Specialised Indep), with some data available only for certain school types and others indicated as missing (represented by ""-"")."
SG_CSV0000000000001003.csv,"The table ""SG_CSV0000000000001003.csv"" contains metadata about articles from the ""Malaya Tribune"" newspaper, specifically focusing on their publication details such as issue date, edition, and page, along with article-specific information including article titles and excerpts from the article text."
SG_CSV0000000000000822.csv,"The table SG_CSV0000000000000822.csv contains information about licenses issued to various companies for handling pharmaceuticals, veterinary products, and test kits, detailing the company name, licensee, effective and expiry dates, license type, category of poisons, and specific details related to controlled drugs or other relevant specifics."
SG_CSV0000000000000815.csv,"The table details the contact information and licensing classification of various waste management and related service companies in Singapore, including their company names, addresses, telephone and fax numbers, and the class of license they hold."
SG_CSV0000000000000643.csv,"The table ""SG_CSV0000000000000643.csv"" contains data on the number and types of healthcare facilities in a given sector (public or private) from the years 2009 to 2015, categorized by institution type (such as Primary Care Facilities or Dental Clinics) and further detailed by specific types of facilities (like Polyclinics, General Practitioner Clinics, and various types of dental and pharmacy institutions) along with the corresponding number of such facilities available each year."
SG_CSV0000000000001730.csv,"The table, SG_CSV0000000000001730.csv, contains information on various courses offered in 2022, detailing the course name, a description of each course, and a reference link for more information."
SG_CSV0000000000000617.csv,"The table ""SG_CSV0000000000000617.csv"" provides data on the number of businesses, percentage of businesses in a net GST refund position, net GST contribution, and the percentage contribution of net GST across various economic sectors from the years 2004 to 2008, highlighting trends and distribution in GST-related financial performance for industry categories such as agriculture, manufacturing, construction, and services within those years."
SG_CSV0000000000000117.csv,"The table SG_CSV0000000000000117.csv presents data on different expenditure components related to tourism for the years 2013 and 2014, specifying the total transactions (tot_tr) and total receipts per component entity (trpce) across categories such as accommodation, food & beverage, shopping, sightseeing, local transport, medical, and others, as well as cumulative figures for all components combined."
SG_CSV0000000000001405.csv,"The table SG_CSV0000000000001405.csv records the monthly price index for Ready Mixed Concrete from January 2004 to February 2008, showing fluctuations in market value over time with significant changes observed between early 2007 and early 2008."
SG_CSV0000000000001647.csv,"The table represents data on retrenchment figures across various industries in Singapore for different years, detailing the total number of retrenched individuals, and further categorizing these figures into permanent retrenchments and retrenchments due to term contracts within the manufacturing, construction, service, and other sectors from 1998 to 2010."
SG_CSV0000000000000230.csv,"The table SG_CSV0000000000000230.csv represents the yearly distribution of individuals under the age of 13 and those aged between 13 to under 16, along with their combined total counts, for each year from 2010 to 2020."
SG_CSV0000000000001793.csv,"The table SG_CSV0000000000001793.csv details the various forms of gambling-related duties and taxes imposed in Singapore, outlining their initiation dates, types of gambling activities taxed, the specific amounts on which taxes are levied, and the applicable tax rates, distinguishing between different types of duties like Private Lotteries Duty, Betting Duty, and Casino Tax, and categorizing different forms of bets and gaming activities such as fruit machines, sports betting, and casino players."
SG_CSV0000000000000837.csv,"The table SG_CSV0000000000000837.csv provides the number of births over the years 2019 through 2021, categorized by the race of both the father and the mother, with races including Chinese, Indians, Malays, and Others."
SG_CSV0000000000001322.csv,"The table SG_CSV0000000000001322.csv provides detailed information about various bus services, including the operator description, service number, direction, route sequence number, road names, bus stop descriptions, operational hours, origin and destination, fare information, geographical coordinates, bus stop codes, and a service indicator showing whether the service is operational."
SG_CSV0000000000001806.csv,"The table ""SG_CSV0000000000001806.csv"" contains data from 2015 about part-time courses offered across various schools within an institution, detailing the type of course, course names, and the gender distribution of students enrolled in each course, including the number of male and female students per course."
SG_CSV0000000000000198.csv,"The table ""SG_CSV0000000000000198.csv"" contains data on fertility rates by ethnic group in Singapore for the years 2008 and 2013, indicating the average number of children born per woman for Chinese, Malay, Indian, Others, and combined ethnic groups (""All"")."
SG_CSV0000000000000675.csv,"The table SG_CSV0000000000000675.csv provides annual data from 2010 to 2016 on the percentage of the population receiving different types of immunisations, including BCG, Diphtheria, Poliomyelitis, Hepatitis B, and Measles."
SG_CSV0000000000001673.csv,"The table ""SG_CSV0000000000001673.csv"" details various organizations providing services like care and support, active ageing, befriending, digital adoption, among others, in Singapore, including their addresses, postal codes, and specific services such as functional screening, medical escort, family service centers, and food rationing."
SG_CSV0000000000000417.csv,"The table ""SG_CSV0000000000000417.csv"" provides annual data from 1980 to 1989 on the number of marriages, categorized by the total number of marriages and specific ethnicities, including Malays, Indians, Others, and Inter-Ethnic unions, illustrating the composition of these marriages within each year."
SG_CSV0000000000001066.csv,The table SG_CSV0000000000001066.csv provides an annual record of the number of individuals either in active practice or not in active practice from 2006 to 2021.
SG_CSV0000000000000974.csv,"The table ""SG_CSV0000000000000974.csv"" records the net amounts in different types of accounts (Ordinary, Special, Medisave, and Retirement & Others) for each quarter from 2004 to Q1 2007."
SG_CSV0000000000000155.csv,"The table ""SG_CSV0000000000000155.csv"" provides a record of the number of cases for various diseases, including Acute Upper Respiratory Tract Infections, Acute Conjunctivitis, Acute Diarrhoea, and Chickenpox, reported weekly during different epidemiological weeks of the year 2012."
SG_CSV0000000000001631.csv,"The table ""SG_CSV0000000000001631.csv"" details the number of broadband subscriptions, specifically DSL and Cable Modem connections, by month from August 2008 to August 2010, highlighting the trends and growth in the number of subscribers for each type of broadband over this time period."
SG_CSV0000000000001962.csv,"The table ""SG_CSV0000000000001962.csv"" provides monthly data on service levels for both residential and non-residential connection types from September 2011 to September 2013."
SG_CSV0000000000001357.csv,"The table ""SG_CSV0000000000001357.csv"" presents data from the year 2011 concerning various industries and sectors, detailing their categorization into primary, secondary, and tertiary activities, along with the types of sick leave — either hospitalisation leave or outpatient sick leave — and the corresponding proportion values for each sector's sickness rates."
SG_CSV0000000000000738.csv,The table SG_CSV0000000000000738.csv provides data on the number of arrivals (arv_count) from various countries (con) across different regions (region) in January 2013 (period).
SG_CSV0000000000000956.csv,"The table ""SG_CSV0000000000000956.csv"" contains information about various diploma courses offered in the academic year 2017, categorized by specific clusters such as Engineering, Health Sciences, Information & Digital Technologies, Media & Design, Applied Sciences, Built Environment, and Business & Management, with each course listed alongside its unique course code and the GCE 'O' Level cut-off point for admission."
SG_CSV0000000000000830.csv,"The table ""SG_CSV0000000000000830.csv"" presents data from the years 1970 to 2000 on various educational and labor statistics for males and females in the resident population, including literacy rates, gross enrolment ratios, labor force participation rates, employment proportions, and the proportion of professionals, managers, executives, and technicians."
SG_CSV0000000000000389.csv,"The table ""SG_CSV0000000000000389.csv"" provides annual data on design filings from different countries, showing the number of design filings and their respective rankings for the years 2013 and 2014, highlighting countries like Singapore, Japan, and the United States among others for their design activities."
SG_CSV0000000000001766.csv,"The table ""SG_CSV0000000000001766.csv"" provides data on the distribution of teaching and administrative staff in Singapore's educational institutions across various years, levels (Primary, Secondary, Junior College/Centralised Institute), and types of schools (Government, Govt-Aided, Autonomous, Independent), detailing the number of teachers, vice principals, and principals categorized by their qualifications (Graduate, Non-Graduate) and gender (Female, Mixed Female and Male)."
SG_CSV0000000000001152.csv,"The table SG_CSV0000000000001152.csv captures data on the number of participants in various cultural categories such as Dance, Instrumental, Music Theory, Opera, Speech & Drama, and Vocal, over the years 2013 to 2019."
SG_CSV0000000000000471.csv,"The table SG_CSV0000000000000471.csv provides data on employment numbers across different art forms—Film, Cultural Heritage, Literary Arts, Performing Arts, and Visual Arts—from 2013 to 2019."
SG_CSV0000000000000251.csv,"The table SG_CSV0000000000000251.csv records the annual call success rates for various operators like Singtel Mobile, M1, and Starhub Mobile for the years 2009 to 2011."
SG_CSV0000000000001664.csv,"The table ""SG_CSV0000000000001664.csv"" provides a yearly comparison of potable water sales between domestic and non-domestic categories from 2008 to 2021, highlighting trends in water consumption within these sectors over time."
SG_CSV0000000000001347.csv,"The table ""SG_CSV0000000000001347.csv"" presents annual data from 2010 to 2019 on the number of new probation orders issued in Singapore, categorized by age groups, including ""Below 13 years,"" ""13 to below 16 years,"" ""16 to below 19 years,"" ""19 to below 22 years,"" and ""22 years and above."""
SG_CSV0000000000001452.csv,"The table SG_CSV0000000000001452.csv compiles data on resale transactions of various flat types in the town of Ang Mo Kio during January 1990, detailing specific attributes like the block and street names, storey range, floor area in square meters, flat model, lease commencement date, and resale price for each property."
SG_CSV0000000000001851.csv,"The table SG_CSV0000000000001851.csv provides data on the financial performance of a government over a range of years, detailing the total government operating revenue and the collections by the Inland Revenue Authority of Singapore (IRAS) from 2002 to 2021."
SG_CSV0000000000001000.csv,"The table, SG_CSV0000000000001000.csv, contains data pertaining to various editions of the newspaper titled ""Kabar Uchapan Baru,"" including details about specific issues such as issue dates, page information, and articles, notably including the titles and the first 50 words of each article."
SG_CSV0000000000001650.csv,"The table ""SG_CSV0000000000001650.csv"" provides data on job retrenchments across various industries, categorized by quarters from 1998-Q1 onwards, detailing the total number of retrenchments, alongside a breakdown between permanent and term contract retrenchments, within different sectors such as manufacturing, construction, and services."
SG_CSV0000000000001185.csv,"The table ""SG_CSV0000000000001185.csv"" provides yearly data from 2006 to 2021 on the distribution of individuals in ""Active Practice"" and ""Not in Active Practice"" sectors, highlighting the count of individuals in each category for every year."
SG_CSV0000000000001528.csv,"The table ""SG_CSV0000000000001528.csv"" provides data on the labor force distribution by gender, educational qualification, and year for the period 1991-1996, detailing the number of males and females in the labor force segmented by their highest level of qualification ranging from primary and below to degree level."
SG_CSV0000000000000704.csv,"The table ""SG_CSV0000000000000704.csv"" provides information from 2005 to 2009 about the nature of trade disputes and the number of awards given, detailing various types of disputes related to awards and collective agreements, proposals for salaries, retrenchment, recognition, dismissal, court awards, and referee appeals."
SG_CSV0000000000000588.csv,"The table ""SG_CSV0000000000000588.csv"" provides data on the financial allocations from 1997 to 2023 for the Info-Communications and Media Development ministry within the Economic Development sector, detailing both developmental and operating expenditures, specified as actual, revised, or estimated for each financial year, along with their respective amounts and their percentage of the GDP."
SG_CSV0000000000000820.csv,"The table ""SG_CSV0000000000000820.csv"" details information about various companies and licensees in Singapore, including their names, the valid period of their licenses, and the addresses of their respective retail outlets."
SG_CSV0000000000000736.csv,"The table details the number of brides each year from 1984 to 1996, categorized by education levels: ""Secondary & Below,"" ""Post-Secondary,"" and ""University,"" with a total count for each year."
SG_CSV0000000000001839.csv,The table SG_CSV0000000000001839.csv provides annual statistics from 1980 to 1982 on the number of male and female divorcees categorized by different age groups in Singapore.
SG_CSV0000000000001023.csv,"The table ""SG_CSV0000000000001023.csv"" captures information from the ""Straits Echo"" newspaper, detailing various issues published in early January 1910, including the issue ID, publication date, edition, and individual articles with their respective IDs, titles, and the first 50 words of their text, organized across different pages and page numbers."
SG_CSV0000000000000014.csv,"The table, identified as ""SG_CSV0000000000000014.csv,"" provides data on student enrollment in various courses across different schools in 2019, detailing the school name, type of course (all listed as full-time), specific course name, and student gender composition, along with the count of male and female students enrolled in each course."
SG_CSV0000000000001027.csv,"The table ""SG_CSV0000000000001027.csv"" contains information from the Straits Observer newspaper published in Singapore during November 1874, detailing various issues, including the edition, page numbers, and articles, identified by unique article IDs, along with their titles and the first 50 words of text, providing a snapshot of the newspaper's content across different dates."
SG_CSV0000000000000136.csv,"The table ""SG_CSV0000000000000136.csv"" contains data about individuals assessed for tax purposes in Singapore from 2004 to 2021, categorizing them into non-taxable and taxable groups, and showing the number of individuals assessed, total income, amounts donated, and assessable income for each group by year."
SG_CSV0000000000001414.csv,"The table ""SG_CSV0000000000001414.csv"" records information about applicants, including their names, registration numbers, registration number alphabets, and handphone numbers, with some instances having missing phone numbers."
SG_CSV0000000000001696.csv,"The table provides annual data from 1990 to 1992 on the educational attainment levels of the population, breaking it down into total numbers and categorizing them by level of education obtained and gender, including specific categories such as ""Below Secondary,"" ""Secondary,"" ""Post Secondary (Non-Tertiary),"" ""Diploma & Professional Qualification,"" and ""University."""
SG_CSV0000000000001228.csv,"The table SG_CSV0000000000001228.csv provides data on outbound travel statistics from various regions over the years 2013 and 2014, detailing specific travel purposes such as leisure, business, and holiday, along with counts for categories like general business purposes, mice (meetings, incentives, conferences, exhibitions), and instances not stated, with breakdowns by regions such as Southeast Asia, North Asia, Europe, Americas, and Oceania."
SG_CSV0000000000001153.csv,"The table SG_CSV0000000000001153.csv presents the annual number of arriving and departing passengers at a specific location, showing a steady increase in passenger count from 2004 until a significant drop in 2020 and a further decrease in 2021, likely due to external factors."
SG_CSV0000000000000709.csv,"The table SG_CSV0000000000000709.csv presents data on the number of individuals from various disciplines of study between the years 2003 and 2015, specifically highlighting the fields of computer science or computer engineering, non-computer engineering, mathematics or science, business, and other disciplines."
SG_CSV0000000000000098.csv,"The table ""SG_CSV0000000000000098.csv"" presents data on the proportion of charities classified by income size categories for each year from 2009 to 2013."
SG_CSV0000000000001129.csv,"The table ""SG_CSV0000000000001129.csv"" tracks the number of members involved in various performing arts categories, including Dance, Instrumental, Music Theory, Opera, Speech & Drama, and Vocal, across the years 2013 to 2019, showcasing trends in participation over time."
SG_CSV0000000000001233.csv,"The table titled ""SG_CSV0000000000001233.csv"" provides data from 2017 to 2020, detailing the number of interest groups categorized by type—such as arts, crafts, and hobbies, beauty and wellness, cooking and food culture, music, drama and dance, personal and career skills, and sports and fitness—indicating the annual participation levels in these group activities."
SG_CSV0000000000000023.csv,"The table provides detailed information on part-time course enrollments across different schools and disciplines for the year 2021, categorized by specific course names, gender distribution, and the number of enrolled students, within a higher education institution."
SG_CSV0000000000000651.csv,"The table SG_CSV0000000000000651.csv provides the annual incidence rates from 2009 to 2011, categorized by facility types including Acute, Psychiatric Hospitals, and Community Hospitals, and further segmented by sex (Male/Female) and age groups (0-14 Years, 15-64 years, 65 years & over)."
SG_CSV0000000000001753.csv,"The table SG_CSV0000000000001753.csv provides the count of different types of work passes, including employment pass, s pass, work permit, and other work passes, in December for each year from 2017 to 2022."
SG_CSV0000000000001802.csv,"The table ""SG_CSV0000000000001802.csv"" contains data on the tax assessment of both tax residents and non-tax residents in a specific region for the years 2011 and 2012, detailing the number of taxpayers, their assessable and chargeable income, and the net tax assessed within various chargeable income groups."
SG_CSV0000000000000993.csv,"The table ""SG_CSV0000000000000993.csv"" contains data from a newspaper called ""Comrade,"" detailing different issues and editions from 1946, providing specific information such as page numbers and article IDs, along with the titles and initial 50 words of each article for each distinct page of the newspaper."
SG_CSV0000000000000799.csv,"The table ""SG_CSV0000000000000799.csv"" contains information about licensed establishments in Singapore, detailing the names and license numbers of licensees, their premises addresses, and their associated grades."
SG_CSV0000000000001749.csv,"The table ""SG_CSV0000000000001749.csv"" provides a detailed overview of economic activities in various sectors such as Manufacturing, Wholesale & Retail Trade, Transport & Storage, and Financial & Insurance Services from 1998 to 2000, categorized by year, initial broad sector grouping, subsequent more specific industry divisions, and further sub-segments down to particular product or service categories, with corresponding economic values for each segment."
SG_CSV0000000000001785.csv,"The table ""SG_CSV0000000000001785.csv"" provides monthly data from January 2002 to May 2003 on the number of various types of tankers, including oil, chemical, and LNG & LPG tankers, along with their associated gross tonnage."
SG_CSV0000000000000558.csv,"The table titled ""SG_CSV0000000000000558.csv"" presents a dataset that enumerates yearly enrolment figures from 2013 to 2019 for various artistic courses, including Music, Dance, Theatre, Visual Arts, Multi-disciplinary, Arts Administration, Arts Education, and Film."
SG_CSV0000000000001415.csv,"The table ""SG_CSV0000000000001415.csv"" details information about various pharmaceutical products, including their license number, product name, license holder, date of approval, forensic classification, ATC code, dosage form, route of administration, manufacturer, country of manufacturing origin, active ingredients, and their strength."
SG_CSV0000000000001963.csv,"The table SG_CSV0000000000001963.csv presents data on the prevalence of a certain condition or characteristic based on the number of staff in organizations for the years 2006 and 2010, indicating how the prevalence varies across different sizes of organizations as categorized by their staff numbers."
SG_CSV0000000000001669.csv,"The table details economic performance indicators per worker in the manufacturing sector from 1980 to 1992, providing data for value added, output, net fixed assets at year-end, and remuneration for each year."
SG_CSV0000000000000390.csv,"The table ""SG_CSV0000000000000390.csv"" details the operating expenditures, categorized by type (level_2), across the years 2014 to 2016, with corresponding financial values, allowing for analysis of how expenses, such as remuneration, inventory changes, purchases, depreciation, and other costs, evolved over these years."
