query_table,candidate_table,query_column,candidate_column
csvData21339573.csv,csvData5431139.csv,First Name,First Name
csvData6945228.csv,csvData16793897.csv,test,test
csvData9520009.csv,csvData25172738.csv,Bust (inches),Bust (inches)
csvData28703478.csv,csvData21277661.csv,Bust (inches),Bust (inches)
csvData7894692.csv,csvData8959359.csv,1-Run,1-Run
csvData1515375.csv,csvData3998765.csv,Opponent,Opponent
csvData29230622__1.csv,csvData24341501.csv,TEAM,TEAM
csvData23832742.csv,csvData16793897.csv,Total,Total
csvData26113466.csv,csvData1382497.csv,First Name,First Name
csvData2295971.csv,csvData9236926.csv,Bust (inches),Bust (inches)
csvData21311975.csv,csvData13775165.csv,Waist (inches),Waist (inches)
csvData12134321.csv,csvData1074817.csv,register,register
csvData16764899.csv,csvData11563541.csv,Season,Season
csvData14585645.csv,csvData24203923.csv,Score,Score
csvData1083326.csv,csvData25172738.csv,Wm Alpha,Wm Alpha
csvData15435807.csv,csvData11195294.csv,Score,Score
csvData19551568.csv,csvData920668.csv,Bust (inches),Bust (inches)
csvData1696520.csv,csvData11567070.csv,Bust (inches),Bust (inches)
csvData28140294.csv,csvData24946192.csv,Op,Op
csvData21432423.csv,csvData9267440.csv,Xtra,Xtra
csvData14874113.csv,csvData14371155.csv,Date,Date
csvData21478615.csv,csvData16810210.csv,Waist (inches),Waist (inches)
csvData28954004.csv,csvData27261492.csv,Profitability Rank,Profitability Rank
csvData25321210.csv,csvData27261639.csv,Bust (inches),Bust (inches)
csvData16010428.csv,csvData11567070.csv,Bust (inches),Bust (inches)
csvData26375234.csv,csvData667946.csv,Wm Alpha,Wm Alpha
csvData15997586.csv,csvData10301335.csv,Opponent,Opponent
csvData23762715.csv,csvData21618211.csv,Player,Player
csvData12735867.csv,csvData14140210.csv,Wm Alpha,Wm Alpha
csvData27989328.csv,csvData9236926.csv,Hip (inches),Hip (inches)
csvData27750762.csv,csvData6656323.csv,Bust (inches),Bust (inches)
csvData8392825.csv,csvData12534191.csv,Unit,Unit
csvData4332943.csv,csvData23219010.csv,PKG/A,PKG/A
csvData20886659.csv,csvData9236926.csv,Wm Alpha,Wm Alpha
csvData4974329.csv,csvData7426995.csv,Bust (inches),Bust (inches)
csvData26926545__3.csv,csvData20516174.csv,Opp,Opp
csvData8392825.csv,csvData29580140.csv,Unit,Unit
csvData218079.csv,csvData24103927.csv,Bust (inches),Bust (inches)
csvData24341501__11.csv,csvData4985959.csv,LG,LG
csvData12665768.csv,csvData26880078.csv,Humidity,Humidity
csvData24878751.csv,csvData8749961.csv,Score,Score
csvData26408717.csv,csvData561761.csv,Hip (inches),Hip (inches)
csvData26604328__4.csv,csvData12758697.csv,Tm,Tm
csvData18419071.csv,csvData10780753.csv,Phase,Phase
csvData29417681.csv,csvData1315703.csv,Standing,Standing
csvData25225058.csv,csvData6656323.csv,Wm Alpha,Wm Alpha
csvData21551841.csv,csvData561761.csv,Bust (inches),Bust (inches)
csvData5487247.csv,csvData22617794.csv,Games,Games
csvData18394434.csv,csvData15067049.csv,Wm Alpha,Wm Alpha
csvData20825255.csv,csvData29333744.csv,div,div
csvData6945228.csv,csvData23600750.csv,gnome,gnome
csvData19999867.csv,csvData17470118.csv,Bust (inches),Bust (inches)
csvData11618254.csv,csvData8927702.csv,Bust (inches),Bust (inches)
csvData3667414.csv,csvData860158.csv,Dates,Dates
csvData18409343.csv,csvData2075259.csv,Profitability Rank,Profitability Rank
csvData6662094.csv,csvData6662094.csv,FT,FT
csvData17145243.csv,csvData26878986.csv,Bust (inches),Bust (inches)
csvData11948532.csv,csvData27540931.csv,Date,Date
csvData27585711.csv,csvData8828968.csv,Audio Type,Audio Type
csvData14569287.csv,csvData7747039.csv,Team,Team
csvData18344823.csv,csvData17924194.csv,Opponent,Opponent
csvData1471797.csv,csvData6656323.csv,Bust (inches),Bust (inches)
csvData22670132.csv,csvData20919182.csv,Pos,Pos
csvData2309799.csv,csvData22172528.csv,Bust (inches),Bust (inches)
csvData27987124__18.csv,csvData27987124__15.csv,POS,POS
csvData6945228.csv,csvData15032906.csv,test,test
csvData29417681.csv,csvData18933172.csv,Standing,Standing
csvData23908813.csv,csvData6787416.csv,Phase,Phase
csvData14026522.csv,csvData561761.csv,Hip (inches),Hip (inches)
csvData3667414.csv,csvData6355442.csv,Activity,Activity
csvData6263320.csv,csvData21277661.csv,Wm Alpha,Wm Alpha
csvData22901543.csv,csvData26878986.csv,Bust (inches),Bust (inches)
csvData10289113.csv,csvData27166769.csv,Score Before,Score Before
csvData13849494.csv,csvData21277661.csv,Bust (inches),Bust (inches)
csvData17329620.csv,csvData24103927.csv,Waist (inches),Waist (inches)
csvData11387111__4.csv,csvData11387111__4.csv,MP,MP
csvData6945228.csv,csvData6945228.csv,backend,backend
csvData25492117.csv,csvData21200484.csv,Date,Date
csvData8727615.csv,csvData9578328.csv,Score,Score
csvData20647913.csv,csvData18735421.csv,Home,Home
csvData4434482.csv,csvData4701632.csv,Score,Score
csvData21339573.csv,csvData788275.csv,Last Name,Last Name
csvData10975009.csv,csvData21277661.csv,Bust (inches),Bust (inches)
csvData920668.csv,csvData15814512.csv,Bust (inches),Bust (inches)
csvData1048267.csv,csvData7070918.csv,Hip (inches),Hip (inches)
csvData13973871.csv,csvData13723235.csv,Bust (inches),Bust (inches)
csvData27989328.csv,csvData25321210.csv,Wm Alpha,Wm Alpha
csvData5544321.csv,csvData17296756.csv,Date,Date
csvData16213531.csv,csvData4657193.csv,LEAGUE,LEAGUE
csvData16400549.csv,csvData11245022.csv,Video (Mbps),Video (Mbps)
csvData9903718.csv,csvData24633092.csv,Bust (inches),Bust (inches)
csvData24740095.csv,csvData9236926.csv,Bust (inches),Bust (inches)
csvData12116743.csv,csvData16739706.csv,Profitability Rank,Profitability Rank
csvData20485824.csv,csvData27743736.csv,Score,Score
csvData29006285.csv,csvData24633092.csv,Hip (inches),Hip (inches)
csvData21551841.csv,csvData15455356.csv,Hip (inches),Hip (inches)
csvData9520009.csv,csvData3266620.csv,Hip (inches),Hip (inches)
csvData23534924.csv,csvData6656323.csv,Wm Alpha,Wm Alpha
csvData3328799.csv,csvData20200779.csv,pk,pk
csvData20810864.csv,csvData5383913.csv,Contact Rate,Contact Rate
csvData27415488.csv,csvData14140210.csv,Wm Alpha,Wm Alpha
csvData24735069.csv,csvData6314313.csv,Score,Score
csvData18518895.csv,csvData18029757.csv,Buy/Sell,Buy/Sell
csvData5561238.csv,csvData9236926.csv,Hip (inches),Hip (inches)
csvData1259835.csv,csvData17485760.csv,Opponent,Opponent
csvData22777345.csv,csvData17916669.csv,Player,Player
csvData24562231.csv,csvData21277661.csv,Waist (inches),Waist (inches)
csvData623463.csv,csvData9236926.csv,Bust (inches),Bust (inches)
csvData15879244.csv,csvData24103927.csv,Waist (inches),Waist (inches)
csvData25933881__3.csv,csvData28459595.csv,Date,Date
csvData6366148.csv,csvData27953439.csv,Name,Name
csvData13028743.csv,csvData23946934.csv,Emission,Emission
csvData17468353.csv,csvData647397.csv,Wm Alpha,Wm Alpha
csvData9887957.csv,csvData27853836.csv,Wm Alpha,Wm Alpha
csvData28705882.csv,csvData561761.csv,Bust (inches),Bust (inches)
csvData3158509.csv,csvData21277661.csv,Bust (inches),Bust (inches)
csvData6056582.csv,csvData9236926.csv,Wm Alpha,Wm Alpha
csvData2254699.csv,csvData28208068.csv,PMT PID,PMT PID
csvData6197002.csv,csvData25917983.csv,Company Name,Company Name
csvData29100934.csv,csvData21277661.csv,Waist (inches),Waist (inches)
csvData2456195.csv,csvData8557612.csv,Date,Date
csvData19999867.csv,csvData24103927.csv,Bust (inches),Bust (inches)
csvData16739900.csv,csvData24633092.csv,Wm Alpha,Wm Alpha
csvData22602327.csv,csvData26293459.csv,Res,Res
csvData4751708.csv,csvData2465227.csv,reports,reports
csvData16440686.csv,csvData4814286.csv,Hip (inches),Hip (inches)
csvData23195006.csv,csvData25270012.csv,Market Cap (Mil),Market Cap (Mil)
csvData9520009.csv,csvData9236926.csv,Wm Alpha,Wm Alpha
csvData12906779__2.csv,csvData29230622__18.csv,TEAM,TEAM
csvData15997586.csv,csvData15997586.csv,Date,Date
csvData12567617.csv,csvData25172738.csv,Wm Alpha,Wm Alpha
csvData23741868.csv,csvData9682421.csv,Bust (inches),Bust (inches)
csvData6560108.csv,csvData15455356.csv,Bust (inches),Bust (inches)
csvData26886255.csv,csvData15455356.csv,Waist (inches),Waist (inches)
csvData14478786.csv,csvData29596839.csv,Opp,Opp
csvData28321364.csv,csvData21277661.csv,Hip (inches),Hip (inches)
csvData7829518.csv,csvData25040254.csv,Age,Age
csvData22980923.csv,csvData12968404.csv,Season(s),Season(s)
csvData21755921.csv,csvData24103927.csv,Wm Alpha,Wm Alpha
csvData7591362.csv,csvData8927702.csv,Wm Alpha,Wm Alpha
csvData12665768.csv,csvData20544767.csv,Pressure,Pressure
csvData14191343.csv,csvData16138156.csv,Result,Result
csvData27131680.csv,csvData24103927.csv,Wm Alpha,Wm Alpha
csvData21446323.csv,csvData21446323.csv,Date,Date
csvData11573229__1.csv,csvData11573229.csv,Name,Name
csvData14478786.csv,csvData3687144.csv,Score Before,Score Before
csvData15267153.csv,csvData15455356.csv,Waist (inches),Waist (inches)
csvData14183910.csv,csvData16810210.csv,Waist (inches),Waist (inches)
csvData15435807.csv,csvData12296127.csv,Opponent,Opponent
csvData27778084.csv,csvData10794614.csv,Bust (inches),Bust (inches)
csvData23832742.csv,csvData10693596.csv,import-export,import-export
csvData28241691.csv,csvData561761.csv,Bust (inches),Bust (inches)
csvData24740095.csv,csvData23607225.csv,Waist (inches),Waist (inches)
csvData6263320.csv,csvData24562231.csv,Wm Alpha,Wm Alpha
csvData15307913.csv,csvData15307913.csv,POSTSEASON,POSTSEASON
csvData21446323.csv,csvData24282503.csv,Date,Date
csvData857035.csv,csvData20663360.csv,Activity,Activity
csvData13336059__4.csv,csvData25437325.csv,POS,POS
csvData11995640.csv,csvData13456608.csv,Opponent,Opponent
csvData21339573.csv,csvData788275.csv,First Name,First Name
csvData23762715.csv,csvData6286031.csv,Opp,Opp
csvData24842226.csv,csvData13637399.csv,Wm Alpha,Wm Alpha
csvData11258813.csv,csvData1628191.csv,Activity,Activity
csvData27762885.csv,csvData328469.csv,Age,Age
csvData18894032.csv,csvData18922220.csv,Size,Size
csvData21446323.csv,csvData12840642.csv,Score,Score
csvData27310904.csv,csvData16561810.csv,%assisted 3pt,%assisted 3pt
csvData20886659.csv,csvData6656323.csv,Wm Alpha,Wm Alpha
csvData728511.csv,csvData16810210.csv,Waist (inches),Waist (inches)
csvData21486117.csv,csvData5501967.csv,Audio Bitrate,Audio Bitrate
csvData12840642.csv,csvData1069690.csv,Score,Score
csvData21029211.csv,csvData10560072.csv,Opponent,Opponent
csvData2781749.csv,csvData25172738.csv,Hip (inches),Hip (inches)
csvData27131680.csv,csvData16810210.csv,Waist (inches),Waist (inches)
csvData8736746.csv,csvData9236926.csv,Hip (inches),Hip (inches)
csvData25321210.csv,csvData561761.csv,Wm Alpha,Wm Alpha
csvData10051410.csv,csvData920668.csv,Bust (inches),Bust (inches)
csvData27857604.csv,csvData561761.csv,Waist (inches),Waist (inches)
csvData15883972.csv,csvData24103927.csv,Waist (inches),Waist (inches)
csvData23362508__0.csv,csvData23362508__2.csv,MP,MP
csvData8936481.csv,csvData7621429.csv,Match,Match
csvData18327923.csv,csvData5984736.csv,Waist (inches),Waist (inches)
csvData25736374.csv,csvData10794614.csv,Bust (inches),Bust (inches)
csvData14585645.csv,csvData10721141.csv,Score,Score
csvData27551127.csv,csvData28452727.csv,Bust (inches),Bust (inches)
csvData28941468.csv,csvData29434145.csv,Player,Player
csvData10917663.csv,csvData20932388.csv,Description,Description
csvData6662352.csv,csvData26878986.csv,Bust (inches),Bust (inches)
csvData5692977.csv,csvData21277661.csv,Waist (inches),Waist (inches)
csvData24591574__1.csv,csvData200653.csv,MP,MP
csvData12025579.csv,csvData4814286.csv,Hip (inches),Hip (inches)
csvData22361593.csv,csvData25029621.csv,POSTSEASON,POSTSEASON
csvData21751010.csv,csvData22172528.csv,Bust (inches),Bust (inches)
csvData11632972.csv,csvData25954343.csv,Company Name,Company Name
csvData25952822.csv,csvData22319893.csv,Bust (inches),Bust (inches)
csvData29274791.csv,csvData17458249.csv,@Bat,@Bat
csvData10289113.csv,csvData321091.csv,Score Before,Score Before
csvData11258813.csv,csvData16441022.csv,Activity,Activity
csvData27142907.csv,csvData9160950.csv,Waist (inches),Waist (inches)
csvData11416498.csv,csvData7828207.csv,Date,Date
csvData3763118.csv,csvData17178537.csv,Lg,Lg
csvData15473618.csv,csvData17085202.csv,Hip (inches),Hip (inches)
csvData16512991.csv,csvData17468353.csv,Bust (inches),Bust (inches)
csvData20467240.csv,csvData21277661.csv,Bust (inches),Bust (inches)
csvData10299723.csv,csvData2099493.csv,Voltage Accuracy *1,Voltage Accuracy *1
csvData6945228.csv,csvData3892836.csv,Version,Version
csvData23445203.csv,csvData1787130.csv,Score,Score
csvData6505727__4.csv,csvData6505727__3.csv,Name,Name
csvData2781749.csv,csvData12050767.csv,Wm Alpha,Wm Alpha
csvData28975031.csv,csvData1615435.csv,SP,SP
csvData20558674.csv,csvData6238998.csv,Make,Make
csvData11398936.csv,csvData9997078.csv,Opponent,Opponent
csvData11632972.csv,csvData25954343.csv,Financial Strength,Financial Strength
csvData26775988.csv,csvData25530775.csv,Waist (inches),Waist (inches)
csvData14248779__2.csv,csvData19988294.csv,Tm,Tm
csvData1619291.csv,csvData28846450.csv,Score,Score
csvData8167340.csv,csvData22172528.csv,Wm Alpha,Wm Alpha
csvData13403843.csv,csvData8927702.csv,Bust (inches),Bust (inches)
csvData2456195.csv,csvData2418058.csv,Date,Date
csvData13290807.csv,csvData24562231.csv,Bust (inches),Bust (inches)
csvData14849461.csv,csvData2301132.csv,Season,Season
csvData17900684.csv,csvData22274360.csv,Result,Result
csvData27415488.csv,csvData4814286.csv,Hip (inches),Hip (inches)
csvData29373882__9.csv,csvData29373882__6.csv,TEAM,TEAM
csvData6765420.csv,csvData561761.csv,Waist (inches),Waist (inches)
csvData29390582.csv,csvData24018644.csv,Ht,Ht
csvData5339470.csv,csvData351244.csv,Live Score Result,Live Score Result
csvData27769844.csv,csvData9236926.csv,Waist (inches),Waist (inches)
csvData8736746.csv,csvData25321210.csv,Wm Alpha,Wm Alpha
csvData1357553.csv,csvData8927702.csv,Wm Alpha,Wm Alpha
csvData14591855.csv,csvData14956156.csv,Pos,Pos
csvData2172789.csv,csvData25172738.csv,Waist (inches),Waist (inches)
csvData27750762.csv,csvData28452727.csv,Bust (inches),Bust (inches)
csvData6250506.csv,csvData25494257.csv,Phase,Phase
csvData28941468.csv,csvData28359174.csv,Player,Player
csvData21751010.csv,csvData17300840.csv,Hip (inches),Hip (inches)
csvData12455059.csv,csvData18879226.csv,Unit,Unit
csvData18645772.csv,csvData7634662.csv,Com%,Com%
csvData14892669.csv,csvData25321210.csv,Wm Alpha,Wm Alpha
csvData26375234.csv,csvData561761.csv,Waist (inches),Waist (inches)
csvData28782575.csv,csvData561761.csv,Bust (inches),Bust (inches)
csvData29006285.csv,csvData24562231.csv,Bust (inches),Bust (inches)
csvData8707649.csv,csvData6909111.csv,DIVISION,DIVISION
csvData17145243.csv,csvData22172528.csv,Wm Alpha,Wm Alpha
csvData6056582.csv,csvData6656323.csv,Wm Alpha,Wm Alpha
csvData23471232.csv,csvData20590930.csv,Bust (inches),Bust (inches)
csvData7917252.csv,csvData12751282.csv,Pressure,Pressure
csvData728511.csv,csvData24633092.csv,Hip (inches),Hip (inches)
csvData23534924.csv,csvData25172738.csv,Waist (inches),Waist (inches)
csvData25851073.csv,csvData561761.csv,Wm Alpha,Wm Alpha
csvData1471797.csv,csvData28452727.csv,Bust (inches),Bust (inches)
csvData6247961.csv,csvData28667360.csv,Opponent,Opponent
csvData26886255.csv,csvData15814512.csv,Bust (inches),Bust (inches)
csvData2295971.csv,csvData17757648.csv,Wm Alpha,Wm Alpha
csvData16177334.csv,csvData25937540.csv,POS,POS
csvData9462754.csv,csvData553277.csv,Match,Match
csvData8931705.csv,csvData26878986.csv,Bust (inches),Bust (inches)
csvData4403274.csv,csvData4403274.csv,Date,Date
csvData4751708.csv,csvData5140218.csv,import-export,import-export
csvData22361593.csv,csvData2738979.csv,POSTSEASON,POSTSEASON
csvData6263320.csv,csvData22172528.csv,Bust (inches),Bust (inches)
csvData20647913.csv,csvData21652962.csv,Away,Away
csvData15435807.csv,csvData9707084.csv,Opponent,Opponent
csvData920668.csv,csvData22294062.csv,Bust (inches),Bust (inches)
csvData28703478.csv,csvData561761.csv,Bust (inches),Bust (inches)
csvData10020331.csv,csvData25172738.csv,Bust (inches),Bust (inches)
csvData1188143.csv,csvData28845977.csv,sex,sex
csvData27142907.csv,csvData24562231.csv,Bust (inches),Bust (inches)
csvData5692977.csv,csvData17415571.csv,Wm Alpha,Wm Alpha
csvData12339626.csv,csvData22194524.csv,Waist (inches),Waist (inches)
csvData3326737.csv,csvData21329105.csv,Ticker,Ticker
csvData23199378.csv,csvData7070918.csv,Hip (inches),Hip (inches)
csvData22177077.csv,csvData26878986.csv,Bust (inches),Bust (inches)
csvData1259835.csv,csvData24509208.csv,Opponent,Opponent
csvData2285399__17.csv,csvData23442902.csv,NAME,NAME
csvData19160061.csv,csvData3854795.csv,High Level,High Level
csvData26775988.csv,csvData25321210.csv,Bust (inches),Bust (inches)
csvData16601060.csv,csvData17343529.csv,CrD,CrD
csvData7591362.csv,csvData8327846.csv,Wm Alpha,Wm Alpha
csvData7824564.csv,csvData21995218.csv,FT,FT
csvData25931801.csv,csvData24562231.csv,Bust (inches),Bust (inches)
csvData16703706.csv,csvData27835718.csv,Opp,Opp
csvData12214846.csv,csvData14131614.csv,Notes,Notes
csvData24131822__11.csv,csvData24341501.csv,NAME,NAME
csvData16440686.csv,csvData17085202.csv,Hip (inches),Hip (inches)
csvData7184080.csv,csvData7184080.csv,Player,Player
csvData12665768.csv,csvData22030626.csv,Humidity,Humidity
csvData7894692.csv,csvData7894692.csv,Home,Home
csvData24228399.csv,csvData4911862.csv,Date,Date
csvData3064916.csv,csvData1472316.csv,Date,Date
csvData26375234.csv,csvData24562231.csv,Bust (inches),Bust (inches)
csvData8286229.csv,csvData22981235.csv,Rank,Rank
csvData13224693.csv,csvData24103927.csv,Wm Alpha,Wm Alpha
csvData28718713.csv,csvData23495724.csv,Opponent,Opponent
csvData1259835.csv,csvData3532208.csv,Score,Score
csvData23722712.csv,csvData3060808.csv,CPU,CPU
csvData23968557.csv,csvData10887565.csv,Opponent,Opponent
csvData11881355.csv,csvData24103927.csv,Wm Alpha,Wm Alpha
csvData5085816.csv,csvData11026481.csv,Type,Type
csvData23722712.csv,csvData6380499.csv,Southbridge,Southbridge
csvData2781749.csv,csvData15455356.csv,Hip (inches),Hip (inches)
csvData18432412.csv,csvData26878986.csv,Bust (inches),Bust (inches)
csvData26478023.csv,csvData29265536.csv,Hip (inches),Hip (inches)
csvData10299723.csv,csvData2099493.csv,Capacitor Capacitance,Capacitor Capacitance
csvData17608558.csv,csvData16684543.csv,Ticker,Ticker
csvData4295436.csv,csvData16274561.csv,Name,Name
csvData23245441.csv,csvData17468353.csv,Bust (inches),Bust (inches)
csvData5501984.csv,csvData8927702.csv,Bust (inches),Bust (inches)
csvData4295436.csv,csvData12162459.csv,Name,Name
csvData14371155.csv,csvData6784938.csv,Date,Date
csvData4959443.csv,csvData8927702.csv,Wm Alpha,Wm Alpha
csvData2285399__17.csv,csvData19132138.csv,TEAM,TEAM
csvData16106829.csv,csvData17493051.csv,Date,Date
csvData828014.csv,csvData24103927.csv,Wm Alpha,Wm Alpha
csvData22604517.csv,csvData12087481.csv,Score,Score
csvData1417156.csv,csvData7936524.csv,Bust (inches),Bust (inches)
csvData1744478__2.csv,csvData27330759.csv,Tm,Tm
csvData26720493.csv,csvData26720493.csv,"C210 M1 TRC #4 (Diskless, ESXi 4.1+ only)","C210 M1 TRC #4 (Diskless, ESXi 4.1+ only)"
csvData20886659.csv,csvData25172738.csv,Waist (inches),Waist (inches)
csvData28321364.csv,csvData23694596.csv,Hip (inches),Hip (inches)
csvData21486117.csv,csvData22187322.csv,Dimensions,Dimensions
csvData11727091.csv,csvData11727091.csv,Audio PID,Audio PID
csvData6765420.csv,csvData8927702.csv,Bust (inches),Bust (inches)
csvData8495372.csv,csvData6945228.csv,gnome,gnome
csvData22602327.csv,csvData7727197.csv,Comp,Comp
csvData28975031.csv,csvData8789928.csv,Dist,Dist
csvData15897690.csv,csvData3765280.csv,Hip (inches),Hip (inches)
csvData6263320.csv,csvData561761.csv,Wm Alpha,Wm Alpha
csvData11170774.csv,csvData14140210.csv,Bust (inches),Bust (inches)
csvData612600.csv,csvData4020129.csv,Years,Years
csvData26491935.csv,csvData9236926.csv,Waist (inches),Waist (inches)
csvData8495372.csv,csvData8495372.csv,ledger,ledger
csvData12025579.csv,csvData17085202.csv,Hip (inches),Hip (inches)
csvData18948934.csv,csvData24103927.csv,Waist (inches),Waist (inches)
csvData12651916.csv,csvData25172738.csv,Bust (inches),Bust (inches)
csvData10975009.csv,csvData561761.csv,Bust (inches),Bust (inches)
csvData27022341.csv,csvData6856814.csv,FG,FG
csvData4373697.csv,csvData1314672.csv,Date,Date
csvData8104420.csv,csvData9236926.csv,Waist (inches),Waist (inches)
csvData23741868.csv,csvData16810210.csv,Waist (inches),Waist (inches)
csvData13290807.csv,csvData6656323.csv,Bust (inches),Bust (inches)
csvData8116970.csv,csvData21277661.csv,Wm Alpha,Wm Alpha
csvData27222634.csv,csvData16942445.csv,Bust (inches),Bust (inches)
csvData6945228.csv,csvData23832742.csv,register,register
csvData9318592.csv,csvData4317828.csv,Score,Score
csvData18755525.csv,csvData5372739.csv,Stars,Stars
csvData528553.csv,csvData27853836.csv,Wm Alpha,Wm Alpha
csvData29230622__18.csv,csvData24341501.csv,TEAM,TEAM
csvData21742618.csv,csvData1042678.csv,Player,Player
csvData10299723.csv,csvData16139557.csv,Dropout Voltage Max.*2,Dropout Voltage Max.*2
csvData21755921.csv,csvData19149111.csv,Wm Alpha,Wm Alpha
csvData27989328.csv,csvData20590930.csv,Bust (inches),Bust (inches)
csvData12116743.csv,csvData16717252.csv,Market Cap (Mil),Market Cap (Mil)
csvData19621512__11.csv,csvData25674812.csv,LG,LG
csvData1357553.csv,csvData8327846.csv,Wm Alpha,Wm Alpha
csvData13160581.csv,csvData6075738.csv,Result,Result
csvData18119190.csv,csvData3793042.csv,Appear,Appear
csvData15303785.csv,csvData17540361.csv,Sections,Sections
csvData8460770.csv,csvData21277661.csv,Hip (inches),Hip (inches)
csvData6945228.csv,csvData12134321.csv,backend,backend
csvData2027927.csv,csvData3009122.csv,Player,Player
csvData15176997.csv,csvData28145347.csv,Score After,Score After
csvData16601060.csv,csvData2222666.csv,PrD,PrD
csvData25952822.csv,csvData21277661.csv,Bust (inches),Bust (inches)
csvData2295455.csv,csvData26878986.csv,Bust (inches),Bust (inches)
csvData23832742.csv,csvData27245078.csv,business,business
csvData29006285.csv,csvData6656323.csv,Bust (inches),Bust (inches)
csvData10170154__8.csv,csvData10170154__13.csv,col21,col21
csvData10088067__12.csv,csvData9205349__9.csv,Player Name,Player Name
csvData3828967.csv,csvData24261630.csv,FT,FT
csvData11217568.csv,csvData6237551.csv,P 2,P 2
csvData11247855.csv,csvData28797235.csv,RoB,RoB
csvData19160061.csv,csvData19160061.csv,B-T,B-T
csvData2230362.csv,csvData9198663.csv,Wm Alpha,Wm Alpha
csvData28350056.csv,csvData13310138.csv,Going,Going
csvData3376752.csv,csvData15814512.csv,Bust (inches),Bust (inches)
csvData27415488.csv,csvData17085202.csv,Hip (inches),Hip (inches)
csvData22368571.csv,csvData21277661.csv,Hip (inches),Hip (inches)
csvData6765420.csv,csvData22172528.csv,Wm Alpha,Wm Alpha
csvData7184080.csv,csvData3628210.csv,Player,Player
csvData3667414.csv,csvData6355442.csv,Dates,Dates
csvData12240230.csv,csvData24103927.csv,Hip (inches),Hip (inches)
csvData27384637.csv,csvData29615445.csv,NOC,NOC
csvData6945228.csv,csvData23832742.csv,gnome,gnome
csvData8640870.csv,csvData9236926.csv,Wm Alpha,Wm Alpha
csvData20914327.csv,csvData22172528.csv,Bust (inches),Bust (inches)
csvData18119190.csv,csvData1490507.csv,Appear,Appear
csvData16948558.csv,csvData19853463.csv,Inn,Inn
csvData11058880.csv,csvData24958614.csv,SEASON,SEASON
csvData8454231.csv,csvData15455356.csv,Bust (inches),Bust (inches)
csvData13403843.csv,csvData14140210.csv,Wm Alpha,Wm Alpha
csvData10299723.csv,csvData10299723.csv,RR @1kHz Typ.,RR @1kHz Typ.
csvData17145243.csv,csvData16392192.csv,Bust (inches),Bust (inches)
csvData26651945__5.csv,csvData23033509.csv,POS,POS
csvData12134321.csv,csvData8495372.csv,test,test
csvData15473618.csv,csvData561761.csv,Bust (inches),Bust (inches)
csvData11683226.csv,csvData24633092.csv,Hip (inches),Hip (inches)
csvData6263320.csv,csvData8325043.csv,Hip (inches),Hip (inches)
csvData11727091.csv,csvData2995759.csv,Audio PID,Audio PID
csvData24148299.csv,csvData22172528.csv,Bust (inches),Bust (inches)
csvData1969534.csv,csvData25995971.csv,Score,Score
csvData25931801.csv,csvData6656323.csv,Bust (inches),Bust (inches)
csvData27551127.csv,csvData16942445.csv,Bust (inches),Bust (inches)
csvData16948558.csv,csvData9587022.csv,wWE,wWE
csvData28350056.csv,csvData3469654.csv,Wt,Wt
