LEFT_TABLE,RIGHT_TABLE,JOINABLE
SG_CSV0000000000001178.csv,SG_CSV0000000000000956.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000830.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000389.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001766.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001152.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000471.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000251.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001664.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001347.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001452.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001851.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000001000.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001650.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001185.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001528.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000704.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000588.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000820.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000736.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001839.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001023.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000014.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001027.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000136.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001414.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001696.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001228.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001153.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000709.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000098.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001129.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001233.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000023.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000651.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001753.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001802.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000993.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000799.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001749.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001785.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000558.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001415.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001963.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001669.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000390.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001296.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000294.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000577.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000001906.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000001.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001268.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001095.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000571.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000000210.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000843.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000723.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001140.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000838.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000339.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000359.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000302.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001288.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001266.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001083.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000346.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001138.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001942.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001299.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001143.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001648.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001746.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001849.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001022.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000748.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000442.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001049.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001356.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001678.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001897.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000472.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000779.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001417.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000078.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000918.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000000684.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000798.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001763.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001755.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001813.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000589.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000841.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001108.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001907.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001975.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001697.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001335.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001048.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000263.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000597.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001810.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000040.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001009.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001735.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000728.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001084.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000116.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000367.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001805.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001775.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001053.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000482.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000372.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001060.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000641.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000937.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001279.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001843.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000441.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001440.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000009.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000532.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001811.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000024.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000655.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000946.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000004.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000476.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000919.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000016.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001655.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000452.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000033.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000034.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000913.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001908.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000565.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000283.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001895.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001797.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001526.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000099.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000000863.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001688.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001304.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000693.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001858.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000144.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001889.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001215.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000127.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000729.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001416.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001039.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001742.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000013.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000360.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000000377.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000405.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000469.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001944.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000620.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000215.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001291.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001769.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000259.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001819.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001953.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000619.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000973.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001021.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000446.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000001395.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000958.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000388.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001292.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001061.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000751.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000431.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000630.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001954.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000632.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001202.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000543.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000095.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000784.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001637.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001842.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001407.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001184.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000066.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001010.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001131.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001173.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000833.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000714.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001939.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000150.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001280.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000491.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000437.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000063.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001931.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001958.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001438.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000465.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001453.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000199.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001653.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001758.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001240.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001376.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001111.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001936.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000536.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000847.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000108.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000433.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000599.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001294.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001914.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000910.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000107.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001100.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000017.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001235.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001771.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000440.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001787.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000593.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001532.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001276.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000072.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000570.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000658.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000827.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000483.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001425.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000243.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000290.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000645.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001342.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001390.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001011.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001711.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001265.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001168.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000690.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001372.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000363.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000965.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000067.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000186.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000149.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000766.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000074.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000111.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001051.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000403.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001099.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001668.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000902.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000272.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001320.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001371.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000811.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000639.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000119.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000000496.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000972.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000997.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001979.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001629.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001290.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000097.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000070.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000239.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001832.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001439.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001935.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000091.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001981.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000978.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001818.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001873.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000879.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000003.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000697.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000026.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000461.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001036.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001309.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001019.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001150.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000998.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001657.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000334.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000219.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001374.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000370.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000113.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000657.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000495.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001874.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001947.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000073.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000365.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001179.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000114.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001166.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000368.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001756.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000747.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001956.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000092.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001127.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000970.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001898.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000029.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001117.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000392.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001774.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001456.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000193.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001289.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001930.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001635.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001236.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000299.csv,Yes
SG_CSV0000000000001178.csv,SG_CSV0000000000000880.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000961.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000000987.csv,No
SG_CSV0000000000001178.csv,SG_CSV0000000000001747.csv,No
