query_table,candidate_table,query_column,candidate_column
csvData18798221.csv,csvData1549285.csv,GmSc,GmSc
csvData18798221.csv,csvData1549285.csv,DRtg,DRtg
csvData10212811.csv,csvData26672678.csv,Player,Player
csvData5416457.csv,csvData24591574.csv,AST%,AST%
csvData5416457.csv,csvData24591574.csv,TOV%,TOV%
csvData2877720.csv,csvData26651945.csv,Player,Player
csvData919002.csv,csvData17093328.csv,ORtg,ORtg
csvData2877720.csv,csvData2590167.csv,SLG,SLG
csvData7320164.csv,csvData23033509.csv,GIDP,GIDP
csvData28193349.csv,csvData23033509.csv,GIDP,GIDP
csvData29230622.csv,csvData9469123.csv,AGE,AGE
csvData25120653.csv,csvData432880.csv,AST%,AST%
csvData9079863.csv,csvData2792289.csv,ORtg,ORtg
csvData919002.csv,csvData24782950.csv,ORB%,ORB%
csvData21647644.csv,csvData7401568.csv,Player,Player
csvData436368.csv,csvData25283220.csv,Team,Team
csvData2590167.csv,csvData17302070.csv,GIDP,GIDP
csvData6592205.csv,csvData24807247.csv,RBI,RBI
csvData14690251.csv,csvData29453038.csv,Team,Team
csvData14690251.csv,csvData29453038.csv,GIDP,GIDP
csvData20535739.csv,csvData3383853.csv,OPS,OPS
csvData20535739.csv,csvData3383853.csv,Player,Player
csvData21873021.csv,csvData18493125.csv,GIDP,GIDP
csvData13891302.csv,csvData9739809.csv,GIDP,GIDP
csvData2590167.csv,csvData27987124.csv,SLG,SLG
csvData13434912.csv,csvData436368.csv,POS,POS
csvData15933779.csv,csvData432880.csv,BLK%,BLK%
csvData23141915.csv,csvData7470046.csv,GmSc,GmSc
csvData8479264.csv,csvData436368.csv,RBI,RBI
csvData17302070.csv,csvData3383853.csv,OPS,OPS
csvData9079863.csv,csvData19898919.csv,GmSc,GmSc
csvData16000106.csv,csvData17302070.csv,Team,Team
csvData16000106.csv,csvData17302070.csv,Player,Player
csvData10074535.csv,csvData4823585.csv,Player,Player
csvData1444875.csv,csvData19130941.csv,Player,Player
csvData21675463.csv,csvData27987124.csv,SLG,SLG
csvData21675463.csv,csvData27987124.csv,RBI,RBI
csvData25120653.csv,csvData25917960.csv,DRtg,DRtg
csvData9103974.csv,csvData24341501.csv,NAME,NAME
csvData9103974.csv,csvData24341501.csv,YEAR,YEAR
csvData7470046.csv,csvData10001964.csv,ORB%,ORB%
csvData7470046.csv,csvData10001964.csv,AST%,AST%
csvData25437325.csv,csvData5124506.csv,Team,Team
csvData11957850.csv,csvData22418917.csv,USG%,USG%
csvData11957850.csv,csvData22418917.csv,Opp,Opp
csvData15745723.csv,csvData7401568.csv,Player,Player
csvData4290459.csv,csvData26150573.csv,eFG%,eFG%
csvData7434868.csv,csvData16736013.csv,FGA,FGA
csvData2852713.csv,csvData14518660.csv,Rbaser,Rbaser
csvData9103974.csv,csvData8549891.csv,oppSLG,oppSLG
csvData22418917.csv,csvData26662503.csv,eFG%,eFG%
csvData25437325.csv,csvData18661263.csv,Player,Player
csvData14213420.csv,csvData24807247.csv,RBI,RBI
csvData4823585.csv,csvData18493125.csv,Player,Player
csvData8066901.csv,csvData9768769.csv,OPS,OPS
csvData25450714.csv,csvData13336059.csv,POS,POS
csvData26651945.csv,csvData436368.csv,RBI,RBI
csvData3383853.csv,csvData22658714.csv,Team,Team
csvData17093328.csv,csvData7470046.csv,ORB%,ORB%
csvData28386553.csv,csvData14833792.csv,GIDP,GIDP
csvData8479264.csv,csvData7401568.csv,Player,Player
csvData13336059.csv,csvData15745723.csv,AVG,AVG
csvData27008272.csv,csvData16773977.csv,FGA,FGA
csvData8479264.csv,csvData26853929.csv,SLG,SLG
csvData22688206.csv,csvData18518969.csv,DRB%,DRB%
csvData27987124.csv,csvData18661263.csv,POS,POS
csvData19621512.csv,csvData15894443.csv,oppOBP,oppOBP
csvData1102081.csv,csvData7401568.csv,Player,Player
csvData29383799.csv,csvData2590167.csv,GIDP,GIDP
csvData18661263.csv,csvData3383853.csv,Player,Player
csvData15745723.csv,csvData23033509.csv,GIDP,GIDP
csvData2404013.csv,csvData21198812.csv,SLG,SLG
csvData25450714.csv,csvData13336059.csv,AVG,AVG
csvData2798756.csv,csvData14248779.csv,DRB%,DRB%
csvData19130941.csv,csvData23033509.csv,GIDP,GIDP
csvData7615166.csv,csvData1102081.csv,RBI,RBI
csvData27008272.csv,csvData6444295.csv,ORB,ORB
csvData20535739.csv,csvData1102081.csv,Team,Team
csvData1549285.csv,csvData2660625.csv,Opp,Opp
csvData17377633.csv,csvData1549285.csv,DRtg,DRtg
csvData5376485.csv,csvData21286196.csv,POS,POS
csvData26239762.csv,csvData14248779.csv,STL%,STL%
csvData26239762.csv,csvData14248779.csv,GmSc,GmSc
csvData24807247.csv,csvData4823585.csv,POS,POS
csvData16736013.csv,csvData6605406.csv,FGA,FGA
csvData9768769.csv,csvData15965777.csv,OBP,OBP
csvData27587184.csv,csvData12739105.csv,ORtg,ORtg
csvData27587184.csv,csvData12739105.csv,TRB%,TRB%
csvData3123836.csv,csvData22266740.csv,ORB%,ORB%
csvData3123836.csv,csvData22266740.csv,GmSc,GmSc
csvData26761314.csv,csvData11957850.csv,STL%,STL%
csvData10212811.csv,csvData13434912.csv,Team,Team
csvData919002.csv,csvData16904536.csv,BLK%,BLK%
csvData29383799.csv,csvData13434912.csv,Team,Team
csvData18493125.csv,csvData7104405.csv,Player,Player
csvData4676916.csv,csvData19130941.csv,RBI,RBI
csvData27008272.csv,csvData6444295.csv,FTM,FTM
csvData10163568.csv,csvData26761314.csv,BLK%,BLK%
csvData10163568.csv,csvData26761314.csv,STL%,STL%
csvData10163568.csv,csvData26761314.csv,AST%,AST%
csvData10163568.csv,csvData26761314.csv,eFG%,eFG%
csvData25437325.csv,csvData2879490.csv,OPS,OPS
csvData4823585.csv,csvData2590167.csv,POS,POS
csvData4823585.csv,csvData2590167.csv,GIDP,GIDP
csvData15497713.csv,csvData24131822.csv,oppOBP,oppOBP
csvData15497713.csv,csvData24131822.csv,oppRPA+,oppRPA+
csvData14690251.csv,csvData29453038.csv,OBP,OBP
csvData24591574.csv,csvData397377.csv,TS%,TS%
csvData21873021.csv,csvData436368.csv,AVG,AVG
csvData16589458.csv,csvData19898919.csv,ORtg,ORtg
csvData15497713.csv,csvData9103974.csv,VORP,VORP
csvData2761087.csv,csvData29453038.csv,Team,Team
csvData2761087.csv,csvData29453038.csv,RBI,RBI
csvData2660625.csv,csvData22418917.csv,AST%,AST%
csvData2660625.csv,csvData22418917.csv,Date,Date
csvData2679641.csv,csvData3383853.csv,Team,Team
csvData13336059.csv,csvData27987124.csv,POS,POS
csvData29453038.csv,csvData4676916.csv,OPS,OPS
csvData5018557.csv,csvData14512292.csv,Team,Team
csvData13726780.csv,csvData23141915.csv,DRB%,DRB%
csvData919002.csv,csvData13051044.csv,DRB%,DRB%
csvData25450714.csv,csvData2590167.csv,OBP,OBP
csvData9768769.csv,csvData1444875.csv,Team,Team
csvData13638124.csv,csvData7320164.csv,GIDP,GIDP
csvData16083137.csv,csvData917122.csv,TRB%,TRB%
csvData21647644.csv,csvData18784108.csv,AVG,AVG
csvData5124506.csv,csvData13703215.csv,OBP,OBP
csvData6605406.csv,csvData9925714.csv,FGM,FGM
csvData919002.csv,csvData14429913.csv,USG%,USG%
csvData9739809.csv,csvData18562133.csv,OBP,OBP
csvData15025720.csv,csvData15283024.csv,Notes,Notes
csvData19688700.csv,csvData9739809.csv,GIDP,GIDP
csvData25437325.csv,csvData15745723.csv,OBP,OBP
csvData10547086.csv,csvData2590167.csv,SLG,SLG
csvData15641377.csv,csvData3123836.csv,Opp,Opp
csvData436368.csv,csvData29453038.csv,RBI,RBI
csvData13703215.csv,csvData27987124.csv,OPS,OPS
csvData896377.csv,csvData3178438.csv,3PA,3PA
csvData896377.csv,csvData3178438.csv,FG%,FG%
csvData7470046.csv,csvData17093328.csv,GmSc,GmSc
csvData12976003.csv,csvData16736013.csv,PPG,PPG
csvData12739105.csv,csvData16984008.csv,STL%,STL%
csvData14213420.csv,csvData7401568.csv,RBI,RBI
csvData8930847.csv,csvData1644016.csv,DRB%,DRB%
csvData3383853.csv,csvData8479264.csv,RBI,RBI
csvData28193349.csv,csvData15965777.csv,GIDP,GIDP
csvData13434912.csv,csvData10074535.csv,RBI,RBI
csvData2590167.csv,csvData8479264.csv,POS,POS
csvData29230622.csv,csvData19621512.csv,VORP,VORP
csvData19130941.csv,csvData23033509.csv,Player,Player
csvData26651945.csv,csvData6592205.csv,Team,Team
csvData26651945.csv,csvData6592205.csv,Player,Player
csvData26651945.csv,csvData28193349.csv,AVG,AVG
csvData2404013.csv,csvData1444875.csv,SLG,SLG
csvData2879490.csv,csvData5376485.csv,RBI,RBI
csvData29383799.csv,csvData7401568.csv,Player,Player
csvData29453038.csv,csvData436368.csv,Team,Team
csvData2590167.csv,csvData24807247.csv,POS,POS
csvData18661263.csv,csvData3383853.csv,SLG,SLG
csvData17093328.csv,csvData27587184.csv,USG%,USG%
csvData23003743.csv,csvData3726343.csv,GIDP,GIDP
csvData23141915.csv,csvData11585188.csv,Age,Age
csvData23141915.csv,csvData11585188.csv,ORB%,ORB%
csvData17093328.csv,csvData13051044.csv,DRtg,DRtg
csvData29453038.csv,csvData25283220.csv,Team,Team
csvData26604328.csv,csvData18798221.csv,DRB%,DRB%
csvData26604328.csv,csvData18798221.csv,DRtg,DRtg
csvData5124506.csv,csvData25437325.csv,AVG,AVG
csvData28193349.csv,csvData1102081.csv,SLG,SLG
csvData28193349.csv,csvData1102081.csv,POS,POS
csvData5376485.csv,csvData13771482.csv,Team,Team
csvData27987124.csv,csvData436368.csv,RBI,RBI
csvData23141915.csv,csvData10163568.csv,BLK%,BLK%
csvData23141915.csv,csvData10163568.csv,TOV%,TOV%
csvData13588389.csv,csvData22418917.csv,Date,Date
csvData17302070.csv,csvData19130941.csv,SLG,SLG
csvData15497713.csv,csvData8549891.csv,YEAR,YEAR
csvData13638124.csv,csvData1902536.csv,RBI,RBI
csvData2590167.csv,csvData25450714.csv,OBP,OBP
csvData6605406.csv,csvData27008272.csv,PPG,PPG
csvData10088067.csv,csvData23138641.csv,Shots,Shots
csvData7434868.csv,csvData1068737.csv,3PA,3PA
csvData1635358.csv,csvData23141915.csv,Opp,Opp
csvData27587184.csv,csvData8992728.csv,GmSc,GmSc
csvData15745723.csv,csvData18661263.csv,POS,POS
csvData13434912.csv,csvData2879490.csv,RBI,RBI
csvData26655046.csv,csvData2792289.csv,ORtg,ORtg
csvData5416457.csv,csvData8963593.csv,ORB%,ORB%
csvData29453038.csv,csvData10027553.csv,GIDP,GIDP
csvData7401568.csv,csvData21286196.csv,OPS,OPS
csvData12976003.csv,csvData28681743.csv,BPG,BPG
csvData13638124.csv,csvData1902536.csv,GIDP,GIDP
csvData26662503.csv,csvData14248779.csv,TOV%,TOV%
csvData21675463.csv,csvData1564466.csv,GIDP,GIDP
csvData14213420.csv,csvData5376485.csv,AVG,AVG
csvData1644016.csv,csvData16382327.csv,AST%,AST%
csvData15936069.csv,csvData29373882.csv,VORP,VORP
csvData1444875.csv,csvData18493125.csv,Player,Player
csvData24131822.csv,csvData9103974.csv,PPF,PPF
csvData6444295.csv,csvData6605406.csv,BPG,BPG
csvData23033509.csv,csvData3383853.csv,GIDP,GIDP
csvData7401568.csv,csvData21675463.csv,AVG,AVG
csvData7401568.csv,csvData21675463.csv,RBI,RBI
csvData17093328.csv,csvData12739105.csv,DRtg,DRtg
csvData13891302.csv,csvData20535739.csv,OPS,OPS
csvData26604328.csv,csvData16984008.csv,STL%,STL%
csvData6592205.csv,csvData27987124.csv,GIDP,GIDP
csvData25437325.csv,csvData1102081.csv,Team,Team
csvData4460.csv,csvData26817631.csv,USG%,USG%
csvData17093328.csv,csvData7470046.csv,DRtg,DRtg
csvData17093328.csv,csvData27587184.csv,TOV%,TOV%
csvData3383853.csv,csvData2679641.csv,Team,Team
csvData3461808.csv,csvData1549285.csv,BLK%,BLK%
csvData3461808.csv,csvData1549285.csv,TRB%,TRB%
csvData6605406.csv,csvData6444295.csv,DRB,DRB
csvData11585188.csv,csvData22418917.csv,ORB%,ORB%
csvData436368.csv,csvData4676916.csv,Team,Team
csvData4676916.csv,csvData1444875.csv,SLG,SLG
csvData5376485.csv,csvData23033509.csv,AVG,AVG
csvData1786628.csv,csvData22418917.csv,ORB%,ORB%
csvData13336059.csv,csvData25450714.csv,RBI,RBI
csvData17093328.csv,csvData919002.csv,DRtg,DRtg
csvData3383853.csv,csvData2590167.csv,Team,Team
csvData12976003.csv,csvData6605406.csv,FGA,FGA
csvData22418917.csv,csvData11585188.csv,ORB%,ORB%
csvData8620997.csv,csvData8598250.csv,POS,POS
csvData25437325.csv,csvData2879490.csv,AVG,AVG
csvData9739809.csv,csvData18493125.csv,GIDP,GIDP
csvData13227194.csv,csvData10074535.csv,OPS,OPS
csvData9469123.csv,csvData19621512.csv,AVG,AVG
csvData1644016.csv,csvData28449023.csv,ORB%,ORB%
csvData11387111.csv,csvData19635852.csv,TS%,TS%
csvData11387111.csv,csvData19635852.csv,ORB%,ORB%
csvData17302070.csv,csvData29453038.csv,OPS,OPS
csvData14429913.csv,csvData11331104.csv,AST%,AST%
csvData13523115.csv,csvData19621512.csv,oppOBP,oppOBP
csvData3461808.csv,csvData11585188.csv,GmSc,GmSc
csvData5376485.csv,csvData13771482.csv,AVG,AVG
csvData13997791.csv,csvData10027553.csv,SLG,SLG
csvData6592205.csv,csvData24108736.csv,GIDP,GIDP
csvData13434912.csv,csvData2404013.csv,RBI,RBI
csvData18784108.csv,csvData29346752.csv,OBP,OBP
csvData10547086.csv,csvData7615166.csv,OPS,OPS
csvData29453038.csv,csvData8598250.csv,RBI,RBI
csvData26651945.csv,csvData436368.csv,AVG,AVG
csvData10027553.csv,csvData14690251.csv,Player,Player
csvData25437325.csv,csvData1102081.csv,POS,POS
csvData2679641.csv,csvData4676916.csv,SLG,SLG
csvData436368.csv,csvData29383799.csv,RBI,RBI
csvData2761087.csv,csvData18661263.csv,Team,Team
csvData1431383.csv,csvData26604328.csv,GmSc,GmSc
csvData13588389.csv,csvData27587184.csv,AST%,AST%
csvData4460.csv,csvData22935665.csv,BLK%,BLK%
csvData6468042.csv,csvData28681743.csv,DRB,DRB
csvData23141915.csv,csvData19898919.csv,GmSc,GmSc
csvData22475593.csv,csvData16984008.csv,DRtg,DRtg
csvData14248779.csv,csvData13051044.csv,DRB%,DRB%
csvData7401568.csv,csvData25283220.csv,Team,Team
csvData3871380.csv,csvData17658548.csv,hbp,hbp
csvData8479264.csv,csvData13891302.csv,OPS,OPS
csvData22418917.csv,csvData11957850.csv,USG%,USG%
csvData28681743.csv,csvData9925714.csv,BPG,BPG
csvData15965777.csv,csvData24807247.csv,POS,POS
csvData5376485.csv,csvData20535739.csv,SLG,SLG
csvData19553885.csv,csvData436368.csv,RBI,RBI
csvData6260469.csv,csvData29383799.csv,GIDP,GIDP
csvData15936069.csv,csvData19621512.csv,VORP,VORP
csvData22678292.csv,csvData14248779.csv,STL%,STL%
csvData22678292.csv,csvData14248779.csv,TOV%,TOV%
csvData27627434.csv,csvData23141915.csv,Age,Age
csvData13051044.csv,csvData14248779.csv,ORB%,ORB%
csvData16736013.csv,csvData14585065.csv,FGM,FGM
csvData10749767.csv,csvData27987124.csv,POS,POS
csvData29373882.csv,csvData8549891.csv,VORP,VORP
csvData14213420.csv,csvData10027553.csv,SLG,SLG
csvData21286196.csv,csvData15745723.csv,Team,Team
csvData16736013.csv,csvData9925714.csv,FGM,FGM
csvData10027553.csv,csvData2879490.csv,OPS,OPS
csvData25450714.csv,csvData2590167.csv,RBI,RBI
csvData19970342.csv,csvData29331554.csv,ORB%,ORB%
csvData27587184.csv,csvData17093328.csv,GmSc,GmSc
csvData28672318.csv,csvData21947308.csv,RBI,RBI
csvData9469123.csv,csvData19621512.csv,VORP,VORP
csvData14213420.csv,csvData24807247.csv,POS,POS
csvData13336059.csv,csvData27987124.csv,RBI,RBI
csvData19688700.csv,csvData4798003.csv,Player,Player
csvData13336059.csv,csvData25450714.csv,OBP,OBP
csvData2879490.csv,csvData19553885.csv,RBI,RBI
csvData14429913.csv,csvData13726780.csv,ORB%,ORB%
csvData3383853.csv,csvData13703215.csv,OPS,OPS
csvData27008272.csv,csvData9925714.csv,FGM,FGM
csvData13434912.csv,csvData1102081.csv,Team,Team
csvData13434912.csv,csvData1102081.csv,RBI,RBI
csvData13051044.csv,csvData919002.csv,BLK%,BLK%
csvData13051044.csv,csvData919002.csv,DRB%,DRB%
csvData21084464.csv,csvData18562133.csv,OBP,OBP
csvData5376485.csv,csvData2879490.csv,Team,Team
csvData5376485.csv,csvData2879490.csv,POS,POS
csvData917122.csv,csvData26522418.csv,Date,Date
csvData13434912.csv,csvData10074535.csv,OPS,OPS
csvData15497713.csv,csvData9469123.csv,oppOBP,oppOBP
csvData9103974.csv,csvData8549891.csv,VORP,VORP
csvData29331554.csv,csvData19970342.csv,USG%,USG%
csvData6605406.csv,csvData16736013.csv,SPG,SPG
csvData6605406.csv,csvData16736013.csv,BPG,BPG
csvData28386553.csv,csvData9739809.csv,POS,POS
csvData29383799.csv,csvData13997791.csv,POS,POS
csvData15745723.csv,csvData23033509.csv,SLG,SLG
csvData1564466.csv,csvData2761087.csv,RBI,RBI
csvData20075499.csv,csvData29383799.csv,Team,Team
csvData15965777.csv,csvData25450714.csv,POS,POS
csvData15965777.csv,csvData25450714.csv,OBP,OBP
csvData3383853.csv,csvData13891302.csv,GIDP,GIDP
csvData436368.csv,csvData29383799.csv,Team,Team
csvData24591574.csv,csvData22418917.csv,USG%,USG%
csvData16773977.csv,csvData7434868.csv,MPG,MPG
csvData26959440.csv,csvData9475480.csv,SLG,SLG
csvData26959440.csv,csvData9475480.csv,GIDP,GIDP
csvData2590167.csv,csvData7615166.csv,RBI,RBI
csvData13588389.csv,csvData4269776.csv,ORtg,ORtg
csvData16000106.csv,csvData17302070.csv,SLG,SLG
csvData26239762.csv,csvData20076526.csv,GmSc,GmSc
csvData26239762.csv,csvData20076526.csv,TRB%,TRB%
csvData25450714.csv,csvData9768769.csv,OPS,OPS
csvData3726343.csv,csvData29453038.csv,OBP,OBP
csvData13771482.csv,csvData5376485.csv,AVG,AVG
csvData18900645.csv,csvData2798756.csv,Age,Age
csvData26651945.csv,csvData14213420.csv,RBI,RBI
csvData19898919.csv,csvData23141915.csv,GmSc,GmSc
csvData14963477.csv,csvData2590167.csv,RBI,RBI
csvData2660625.csv,csvData22418917.csv,STL%,STL%
csvData4676916.csv,csvData2679641.csv,OPS,OPS
csvData10951717.csv,csvData18777494.csv,CN (cm),CN (cm)
csvData10951717.csv,csvData18777494.csv,Waist (inches),Waist (inches)
csvData10951717.csv,csvData18777494.csv,Hip (inches),Hip (inches)
csvData10951717.csv,csvData18777494.csv,Bust (inches),Bust (inches)
csvData10951717.csv,csvData18777494.csv,Wm Alpha,Wm Alpha
csvData21499778.csv,csvData27514693.csv,CN (cm),CN (cm)
csvData21499778.csv,csvData27514693.csv,Waist (inches),Waist (inches)
csvData21499778.csv,csvData27514693.csv,Hip (inches),Hip (inches)
csvData21499778.csv,csvData27514693.csv,Bust (inches),Bust (inches)
csvData21499778.csv,csvData27514693.csv,Wm Alpha,Wm Alpha
csvData18086022.csv,csvData14124799.csv,site id,site id
csvData18086022.csv,csvData14124799.csv,round,round
csvData18086022.csv,csvData14124799.csv,Country,Country
csvData18086022.csv,csvData14124799.csv,date,date
csvData18086022.csv,csvData14124799.csv,line/ramp,line/ramp
csvData15705213.csv,csvData15330348.csv,CN (cm),CN (cm)
csvData15705213.csv,csvData15330348.csv,Waist (inches),Waist (inches)
csvData15705213.csv,csvData15330348.csv,Hip (inches),Hip (inches)
csvData15705213.csv,csvData15330348.csv,Bust (inches),Bust (inches)
csvData15705213.csv,csvData15330348.csv,Wm Alpha,Wm Alpha
csvData11781598.csv,csvData5487247.csv,Phase,Phase
csvData11781598.csv,csvData5487247.csv,Date,Date
csvData15936069.csv,csvData29230622.csv,oppAVG,oppAVG
csvData13638124.csv,csvData15745723.csv,GIDP,GIDP
csvData13638124.csv,csvData10027553.csv,GIDP,GIDP
csvData13638124.csv,csvData27987124.csv,GIDP,GIDP
csvData13638124.csv,csvData9768769.csv,GIDP,GIDP
csvData13638124.csv,csvData9739809.csv,GIDP,GIDP
csvData19387543.csv,csvData22335715.csv,avg,avg
csvData19387543.csv,csvData12168209.csv,avg,avg
csvData13051044.csv,csvData26655046.csv,ORB%,ORB%
csvData19132138.csv,csvData15497713.csv,oppOPS,oppOPS
csvData19132138.csv,csvData29230622.csv,oppOPS,oppOPS
csvData19132138.csv,csvData24341501.csv,oppOPS,oppOPS
csvData917122.csv,csvData26655046.csv,ORB%,ORB%
csvData917122.csv,csvData26655046.csv,TRB%,TRB%
csvData12739105.csv,csvData26655046.csv,ORB%,ORB%
csvData12739105.csv,csvData26655046.csv,TRB%,TRB%
csvData13336059.csv,csvData16773669.csv,SLG,SLG
csvData13336059.csv,csvData2404013.csv,SLG,SLG
csvData13336059.csv,csvData20075499.csv,SLG,SLG
csvData1902536.csv,csvData20535739.csv,Player,Player
csvData1902536.csv,csvData29346752.csv,Player,Player
csvData16904536.csv,csvData22418917.csv,BLK%,BLK%
