LEFT_TABLE;LEFT_COLUMN;RIGHT_TABLE;RIGHT_COLUMN;KEY;JOINABLE_LEVEL;COLUMN_JOINABILITY
aac_intakes.csv;found_location;aac_intakes_outcomes.csv;found_location;aac_intakes.csv#found_location#aac_intakes_outcomes.csv#found_location;4;YES
aac_intakes.csv;intake_condition;aac_intakes_outcomes.csv;intake_condition;aac_intakes.csv#intake_condition#aac_intakes_outcomes.csv#intake_condition;4;NO
aac_intakes.csv;intake_type;aac_intakes_outcomes.csv;intake_type;aac_intakes.csv#intake_type#aac_intakes_outcomes.csv#intake_type;4;NO
aac_intakes.csv;sex_upon_intake;aac_intakes_outcomes.csv;sex_upon_intake;aac_intakes.csv#sex_upon_intake#aac_intakes_outcomes.csv#sex_upon_intake;4;NO
global-greenhouse-gas-emissions0.csv;Country;world-power-plants-list.csv;PLANT_COUNTRY;global-greenhouse-gas-emissions0.csv#Country#world-power-plants-list.csv#PLANT_COUNTRY;4;YES
global-greenhouse-gas-emissions0.csv;Country;oxford-covid-19-government-response-tracker.csv;Country;global-greenhouse-gas-emissions0.csv#Country#oxford-covid-19-government-response-tracker.csv#Country;4;YES
global-greenhouse-gas-emissions0.csv;Country;saudi-arabia-world-development-indicators-1960-2014.csv;Country;global-greenhouse-gas-emissions0.csv#Country#saudi-arabia-world-development-indicators-1960-2014.csv#Country;4;YES
agri-environmental-indicators-emissions-by-sector.csv;Area;global-greenhouse-gas-emissions0.csv;Country;agri-environmental-indicators-emissions-by-sector.csv#Area#global-greenhouse-gas-emissions0.csv#Country;4;YES
global-greenhouse-gas-emissions.csv;ISO_A3;global-greenhouse-gas-emissions0.csv;ISO_A3;global-greenhouse-gas-emissions.csv#ISO_A3#global-greenhouse-gas-emissions0.csv#ISO_A3;4;YES
global-greenhouse-gas-emissions.csv;World Region;global-greenhouse-gas-emissions0.csv;World Region;global-greenhouse-gas-emissions.csv#World Region#global-greenhouse-gas-emissions0.csv#World Region;4;YES
global-greenhouse-gas-emissions.csv;Country;global-greenhouse-gas-emissions0.csv;Country;global-greenhouse-gas-emissions.csv#Country#global-greenhouse-gas-emissions0.csv#Country;4;YES
global-greenhouse-gas-emissions.csv;Compound;global-greenhouse-gas-emissions0.csv;Compound;global-greenhouse-gas-emissions.csv#Compound#global-greenhouse-gas-emissions0.csv#Compound;4;NO
global-greenhouse-gas-emissions.csv;IPCC-Annex;global-greenhouse-gas-emissions0.csv;IPCC-Annex;global-greenhouse-gas-emissions.csv#IPCC-Annex#global-greenhouse-gas-emissions0.csv#IPCC-Annex;4;NO
global-greenhouse-gas-emissions0.csv;Country;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;global-greenhouse-gas-emissions0.csv#Country#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
global-greenhouse-gas-emissions0.csv;Country;global-innovation-index-2015.csv;COUNTRY_NAME;global-greenhouse-gas-emissions0.csv#Country#global-innovation-index-2015.csv#COUNTRY_NAME;4;YES
water-control-valves.csv;Geo Local Area;water-hydrants.csv;Geo Local Area;water-control-valves.csv#Geo Local Area#water-hydrants.csv#Geo Local Area;4;YES
sewer-catch-basins.csv;Geo Local Area;water-control-valves.csv;Geo Local Area;sewer-catch-basins.csv#Geo Local Area#water-control-valves.csv#Geo Local Area;4;YES
property-addresses.csv;Geo Local Area;water-control-valves.csv;Geo Local Area;property-addresses.csv#Geo Local Area#water-control-valves.csv#Geo Local Area;4;YES
sewer-manholes.csv;Geo Local Area;water-control-valves.csv;Geo Local Area;sewer-manholes.csv#Geo Local Area#water-control-valves.csv#Geo Local Area;4;YES
water-hydrants.csv;COMPRESSION;world-power-plants-list.csv;PLANT_MERCURY_CONTROL_DEVICE;water-hydrants.csv#COMPRESSION#world-power-plants-list.csv#PLANT_MERCURY_CONTROL_DEVICE;1;NO
oxford-covid-19-government-response-tracker.csv;Country;world-power-plants-list.csv;PLANT_COUNTRY;oxford-covid-19-government-response-tracker.csv#Country#world-power-plants-list.csv#PLANT_COUNTRY;4;YES
agri-environmental-indicators-emissions-by-sector.csv;Area;world-power-plants-list.csv;PLANT_COUNTRY;agri-environmental-indicators-emissions-by-sector.csv#Area#world-power-plants-list.csv#PLANT_COUNTRY;4;YES
global-greenhouse-gas-emissions.csv;Country;world-power-plants-list.csv;PLANT_COUNTRY;global-greenhouse-gas-emissions.csv#Country#world-power-plants-list.csv#PLANT_COUNTRY;4;YES
total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;world-power-plants-list.csv;PLANT_COUNTRY;total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME#world-power-plants-list.csv#PLANT_COUNTRY;4;YES
global-innovation-index-2015.csv;COUNTRY_NAME;world-power-plants-list.csv;PLANT_COUNTRY;global-innovation-index-2015.csv#COUNTRY_NAME#world-power-plants-list.csv#PLANT_COUNTRY;4;YES
global-innovation-index-2015.csv;COUNTRY_NAME;population-estimates-and-projections-1960-2050.csv;COUNTRY;global-innovation-index-2015.csv#COUNTRY_NAME#population-estimates-and-projections-1960-2050.csv#COUNTRY;4;YES
global-innovation-index-2015.csv;COUNTRY_NAME;saudi-arabia-world-development-indicators-1960-2014.csv;Country;global-innovation-index-2015.csv#COUNTRY_NAME#saudi-arabia-world-development-indicators-1960-2014.csv#Country;4;YES
makemytrip_com-travel_sample.csv;is_value_plus;world-power-plants-list.csv;PLANT_MERCURY_CONTROL_DEVICE;makemytrip_com-travel_sample.csv#is_value_plus#world-power-plants-list.csv#PLANT_MERCURY_CONTROL_DEVICE;1;NO
emissions_agriculture_energy_e_all_data_norm.csv;Country;world-power-plants-list.csv;PLANT_COUNTRY;emissions_agriculture_energy_e_all_data_norm.csv#Country#world-power-plants-list.csv#PLANT_COUNTRY;4;YES
emissions_agriculture_energy_e_all_data_norm.csv;Country;global-greenhouse-gas-emissions0.csv;Country;emissions_agriculture_energy_e_all_data_norm.csv#Country#global-greenhouse-gas-emissions0.csv#Country;4;YES
sewer-catch-basins.csv;Geo Local Area;water-hydrants.csv;Geo Local Area;sewer-catch-basins.csv#Geo Local Area#water-hydrants.csv#Geo Local Area;4;YES
Accidental_Drug_Related_Deaths_2012-2018.csv;AnyOpioid;water-hydrants.csv;SUBSYSTEM;Accidental_Drug_Related_Deaths_2012-2018.csv#AnyOpioid#water-hydrants.csv#SUBSYSTEM;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Heroin;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Heroin#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Cocaine;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Cocaine#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;FentanylAnalogue;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#FentanylAnalogue#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Oxycodone;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Oxycodone#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Oxymorphone;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Oxymorphone#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Ethanol;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Ethanol#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Hydrocodone;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Hydrocodone#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Benzodiazepine;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Benzodiazepine#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Methadone;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Methadone#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Amphet;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Amphet#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Tramad;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Tramad#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;Hydromorphone;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#Hydromorphone#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;OpiateNOS;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#OpiateNOS#water-hydrants.csv#FIREUSEONLY;1;NO
Accidental_Drug_Related_Deaths_2012-2018.csv;AnyOpioid;water-hydrants.csv;FIREUSEONLY;Accidental_Drug_Related_Deaths_2012-2018.csv#AnyOpioid#water-hydrants.csv#FIREUSEONLY;1;NO
property-addresses.csv;Geo Local Area;water-hydrants.csv;Geo Local Area;property-addresses.csv#Geo Local Area#water-hydrants.csv#Geo Local Area;4;YES
IPODataFull.csv;CEOInChargeDuringIPO;water-hydrants.csv;COMPRESSION;IPODataFull.csv#CEOInChargeDuringIPO#water-hydrants.csv#COMPRESSION;1;NO
IPODataFull.csv;presidentInChargeDuringIPO;water-hydrants.csv;COMPRESSION;IPODataFull.csv#presidentInChargeDuringIPO#water-hydrants.csv#COMPRESSION;1;NO
IPODataFull.csv;USACompany;water-hydrants.csv;COMPRESSION;IPODataFull.csv#USACompany#water-hydrants.csv#COMPRESSION;1;NO
makemytrip_com-travel_sample.csv;site_review_rating;water-hydrants.csv;FEEDERLEN;makemytrip_com-travel_sample.csv#site_review_rating#water-hydrants.csv#FEEDERLEN;1;NO
makemytrip_com-travel_sample.csv;is_value_plus;water-hydrants.csv;COMPRESSION;makemytrip_com-travel_sample.csv#is_value_plus#water-hydrants.csv#COMPRESSION;1;NO
sewer-manholes.csv;Geo Local Area;water-hydrants.csv;Geo Local Area;sewer-manholes.csv#Geo Local Area#water-hydrants.csv#Geo Local Area;4;YES
aac_intakes.csv;age_upon_intake;aac_outcomes.csv;age_upon_outcome;aac_intakes.csv#age_upon_intake#aac_outcomes.csv#age_upon_outcome;4;NO
aac_intakes.csv;animal_id;aac_outcomes.csv;animal_id;aac_intakes.csv#animal_id#aac_outcomes.csv#animal_id;4;YES
aac_intakes.csv;animal_type;aac_outcomes.csv;animal_type;aac_intakes.csv#animal_type#aac_outcomes.csv#animal_type;4;NO
aac_intakes.csv;breed;aac_outcomes.csv;breed;aac_intakes.csv#breed#aac_outcomes.csv#breed;4;NO
aac_intakes.csv;color;aac_outcomes.csv;color;aac_intakes.csv#color#aac_outcomes.csv#color;4;NO
aac_intakes.csv;name;aac_outcomes.csv;name;aac_intakes.csv#name#aac_outcomes.csv#name;4;YES
aac_intakes.csv;sex_upon_intake;aac_outcomes.csv;sex_upon_outcome;aac_intakes.csv#sex_upon_intake#aac_outcomes.csv#sex_upon_outcome;4;NO
agri-environmental-indicators-emissions-by-sector.csv;Area;oxford-covid-19-government-response-tracker.csv;Country;agri-environmental-indicators-emissions-by-sector.csv#Area#oxford-covid-19-government-response-tracker.csv#Country;4;YES
oxford-covid-19-government-response-tracker.csv;Country;population-estimates-and-projections-1960-2050.csv;COUNTRY;oxford-covid-19-government-response-tracker.csv#Country#population-estimates-and-projections-1960-2050.csv#COUNTRY;4;YES
global-greenhouse-gas-emissions.csv;Country;oxford-covid-19-government-response-tracker.csv;Country;global-greenhouse-gas-emissions.csv#Country#oxford-covid-19-government-response-tracker.csv#Country;4;YES
oxford-covid-19-government-response-tracker.csv;Country;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;oxford-covid-19-government-response-tracker.csv#Country#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
global-innovation-index-2015.csv;COUNTRY_NAME;oxford-covid-19-government-response-tracker.csv;Country;global-innovation-index-2015.csv#COUNTRY_NAME#oxford-covid-19-government-response-tracker.csv#Country;4;YES
emissions_agriculture_energy_e_all_data_norm.csv;Country;oxford-covid-19-government-response-tracker.csv;Country;emissions_agriculture_energy_e_all_data_norm.csv#Country#oxford-covid-19-government-response-tracker.csv#Country;4;YES
Accidental_Drug_Related_Deaths_2012-2018.csv;ResidenceState;eo1.csv;STATE;Accidental_Drug_Related_Deaths_2012-2018.csv#ResidenceState#eo1.csv#STATE;1;YES
agri-environmental-indicators-emissions-by-sector.csv;Area;global-greenhouse-gas-emissions.csv;Country;agri-environmental-indicators-emissions-by-sector.csv#Area#global-greenhouse-gas-emissions.csv#Country;4;YES
agri-environmental-indicators-emissions-by-sector.csv;Area;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;agri-environmental-indicators-emissions-by-sector.csv#Area#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
agri-environmental-indicators-emissions-by-sector.csv;Area;global-innovation-index-2015.csv;COUNTRY_NAME;agri-environmental-indicators-emissions-by-sector.csv#Area#global-innovation-index-2015.csv#COUNTRY_NAME;4;YES
agri-environmental-indicators-emissions-by-sector.csv;Area;emissions_agriculture_energy_e_all_data_norm.csv;Country;agri-environmental-indicators-emissions-by-sector.csv#Area#emissions_agriculture_energy_e_all_data_norm.csv#Country;4;YES
energy-usage-2010.csv;GAS ACCOUNTS;medium_data.csv;responses;energy-usage-2010.csv#GAS ACCOUNTS#medium_data.csv#responses;1;NO
property-addresses.csv;Geo Local Area;sewer-catch-basins.csv;Geo Local Area;property-addresses.csv#Geo Local Area#sewer-catch-basins.csv#Geo Local Area;4;YES
sewer-catch-basins.csv;Geo Local Area;sewer-manholes.csv;Geo Local Area;sewer-catch-basins.csv#Geo Local Area#sewer-manholes.csv#Geo Local Area;4;YES
india-census-data-2011-census-primary-abstract.csv;FREQUENCY;population-estimates-and-projections-1960-2050.csv;FREQ;india-census-data-2011-census-primary-abstract.csv#FREQUENCY#population-estimates-and-projections-1960-2050.csv#FREQ;4;NO
india-census-data-2011-census-primary-abstract.csv;FREQUENCY;population-estimates-and-projections-1960-2050.csv;TIME_FORMAT;india-census-data-2011-census-primary-abstract.csv#FREQUENCY#population-estimates-and-projections-1960-2050.csv#TIME_FORMAT;3;NO
population-estimates-and-projections-1960-2050.csv;FREQ;total-and-urban-population-annual-1950-2050.csv;FREQUENCY;population-estimates-and-projections-1960-2050.csv#FREQ#total-and-urban-population-annual-1950-2050.csv#FREQUENCY;4;NO
population-estimates-and-projections-1960-2050.csv;TIME_FORMAT;total-and-urban-population-annual-1950-2050.csv;FREQUENCY;population-estimates-and-projections-1960-2050.csv#TIME_FORMAT#total-and-urban-population-annual-1950-2050.csv#FREQUENCY;3;NO
global-innovation-index-2015.csv;FREQUENCY;population-estimates-and-projections-1960-2050.csv;FREQ;global-innovation-index-2015.csv#FREQUENCY#population-estimates-and-projections-1960-2050.csv#FREQ;4;NO
global-innovation-index-2015.csv;FREQUENCY;population-estimates-and-projections-1960-2050.csv;TIME_FORMAT;global-innovation-index-2015.csv#FREQUENCY#population-estimates-and-projections-1960-2050.csv#TIME_FORMAT;3;NO
population-estimates-and-projections-1960-2050.csv;FREQ;saudi-arabia-world-development-indicators-1960-2014.csv;Periodicity;population-estimates-and-projections-1960-2050.csv#FREQ#saudi-arabia-world-development-indicators-1960-2014.csv#Periodicity;4;NO
population-estimates-and-projections-1960-2050.csv;TIME_FORMAT;saudi-arabia-world-development-indicators-1960-2014.csv;Periodicity;population-estimates-and-projections-1960-2050.csv#TIME_FORMAT#saudi-arabia-world-development-indicators-1960-2014.csv#Periodicity;3;NO
population-estimates-and-projections-1960-2050.csv;COUNTRY;total-and-urban-population-annual-1950-2050.csv;LOCATION_NAME;population-estimates-and-projections-1960-2050.csv#COUNTRY#total-and-urban-population-annual-1950-2050.csv#LOCATION_NAME;4;YES
episodes.csv;episode_date;posts.csv;date;episodes.csv#episode_date#posts.csv#date;2;YES
episodes.csv;program;listings_detailed.csv;host_since;episodes.csv#program#listings_detailed.csv#host_since;1;NO
episodes.csv;episode_date;listings_detailed.csv;host_since;episodes.csv#episode_date#listings_detailed.csv#host_since;2;NO
episodes.csv;episode_date;listings_detailed.csv;first_review;episodes.csv#episode_date#listings_detailed.csv#first_review;1;NO
animal-control-inventory-register.csv;DateImpounded;listings_detailed.csv;host_since;animal-control-inventory-register.csv#DateImpounded#listings_detailed.csv#host_since;1;NO
animal-control-inventory-register.csv;DateImpounded;listings_detailed.csv;first_review;animal-control-inventory-register.csv#DateImpounded#listings_detailed.csv#first_review;1;NO
listings_detailed.csv;experiences_offered;listings_summary.csv;experiences_offered;listings_detailed.csv#experiences_offered#listings_summary.csv#experiences_offered;4;NO
listings_detailed.csv;thumbnail_url;listings_summary.csv;host_acceptance_rate;listings_detailed.csv#thumbnail_url#listings_summary.csv#host_acceptance_rate;1;NO
listings_detailed.csv;medium_url;listings_summary.csv;host_acceptance_rate;listings_detailed.csv#medium_url#listings_summary.csv#host_acceptance_rate;1;NO
listings_detailed.csv;xl_picture_url;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#xl_picture_url#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;host_since;listings_summary.csv;host_since;listings_detailed.csv#host_since#listings_summary.csv#host_since;4;YES
listings_detailed.csv;host_since;listings_summary.csv;first_review;listings_detailed.csv#host_since#listings_summary.csv#first_review;2;NO
listings_detailed.csv;host_since;listings_summary.csv;last_review;listings_detailed.csv#host_since#listings_summary.csv#last_review;2;NO
listings_detailed.csv;host_response_time;listings_summary.csv;host_response_time;listings_detailed.csv#host_response_time#listings_summary.csv#host_response_time;4;NO
listings_detailed.csv;host_response_rate;listings_summary.csv;host_response_rate;listings_detailed.csv#host_response_rate#listings_summary.csv#host_response_rate;4;NO
listings_detailed.csv;host_acceptance_rate;listings_summary.csv;host_acceptance_rate;listings_detailed.csv#host_acceptance_rate#listings_summary.csv#host_acceptance_rate;4;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;host_is_superhost;listings_detailed.csv#host_is_superhost#listings_summary.csv#host_is_superhost;4;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;host_has_profile_pic;listings_detailed.csv#host_is_superhost#listings_summary.csv#host_has_profile_pic;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;host_identity_verified;listings_detailed.csv#host_is_superhost#listings_summary.csv#host_identity_verified;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;is_location_exact;listings_detailed.csv#host_is_superhost#listings_summary.csv#is_location_exact;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;has_availability;listings_detailed.csv#host_is_superhost#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;requires_license;listings_detailed.csv#host_is_superhost#listings_summary.csv#requires_license;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;instant_bookable;listings_detailed.csv#host_is_superhost#listings_summary.csv#instant_bookable;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#host_is_superhost#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;require_guest_profile_picture;listings_detailed.csv#host_is_superhost#listings_summary.csv#require_guest_profile_picture;1;NO
listings_detailed.csv;host_is_superhost;listings_summary.csv;require_guest_phone_verification;listings_detailed.csv#host_is_superhost#listings_summary.csv#require_guest_phone_verification;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;host_is_superhost;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#host_is_superhost;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;host_has_profile_pic;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#host_has_profile_pic;4;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;host_identity_verified;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#host_identity_verified;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;is_location_exact;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#is_location_exact;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;has_availability;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;requires_license;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#requires_license;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;instant_bookable;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#instant_bookable;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;require_guest_profile_picture;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#require_guest_profile_picture;1;NO
listings_detailed.csv;host_has_profile_pic;listings_summary.csv;require_guest_phone_verification;listings_detailed.csv#host_has_profile_pic#listings_summary.csv#require_guest_phone_verification;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;host_is_superhost;listings_detailed.csv#host_identity_verified#listings_summary.csv#host_is_superhost;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;host_has_profile_pic;listings_detailed.csv#host_identity_verified#listings_summary.csv#host_has_profile_pic;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;host_identity_verified;listings_detailed.csv#host_identity_verified#listings_summary.csv#host_identity_verified;4;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;is_location_exact;listings_detailed.csv#host_identity_verified#listings_summary.csv#is_location_exact;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;has_availability;listings_detailed.csv#host_identity_verified#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;requires_license;listings_detailed.csv#host_identity_verified#listings_summary.csv#requires_license;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;instant_bookable;listings_detailed.csv#host_identity_verified#listings_summary.csv#instant_bookable;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;is_business_travel_ready;listings_detailed.csv#host_identity_verified#listings_summary.csv#is_business_travel_ready;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;require_guest_profile_picture;listings_detailed.csv#host_identity_verified#listings_summary.csv#require_guest_profile_picture;1;NO
listings_detailed.csv;host_identity_verified;listings_summary.csv;require_guest_phone_verification;listings_detailed.csv#host_identity_verified#listings_summary.csv#require_guest_phone_verification;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;host_is_superhost;listings_detailed.csv#is_location_exact#listings_summary.csv#host_is_superhost;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;host_has_profile_pic;listings_detailed.csv#is_location_exact#listings_summary.csv#host_has_profile_pic;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;host_identity_verified;listings_detailed.csv#is_location_exact#listings_summary.csv#host_identity_verified;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;is_location_exact;listings_detailed.csv#is_location_exact#listings_summary.csv#is_location_exact;4;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;has_availability;listings_detailed.csv#is_location_exact#listings_summary.csv#has_availability;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;requires_license;listings_detailed.csv#is_location_exact#listings_summary.csv#requires_license;1;NO
listings_detailed.csv;is_location_exact;listings_summary.csv;instant_bookable;listings_detailed.csv#is_location_exact#listings_summary.csv#instant_bookable;1;NO
