LEFT_TABLE,LEFT_COLUMN,RIGHT_TABLE,RIGHT_COLUMN,KEY
glassdoor.csv,headerlocationType,us_perm_visas.csv,ji_offered_to_sec_j_foreign_worker,glassdoor.csv#headerlocationType#us_perm_visas.csv#ji_offered_to_sec_j_foreign_worker
glassdoor.csv,headerlocationType,us_perm_visas.csv,ji_offered_to_sec_j_fw,glassdoor.csv#headerlocationType#us_perm_visas.csv#ji_offered_to_sec_j_fw
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_alt_combo_ed_exp,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_alt_combo_ed_exp
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_alt_field,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_alt_field
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_combo_occupation,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_combo_occupation
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_experience,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_experience
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_foreign_ed,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_foreign_ed
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_foreign_lang_req,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_foreign_lang_req
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_job_req_normal,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_job_req_normal
glassdoor.csv,headerlocationType,us_perm_visas.csv,job_info_training,glassdoor.csv#headerlocationType#us_perm_visas.csv#job_info_training
glassdoor.csv,headerlocationType,us_perm_visas.csv,preparer_info_emp_completed,glassdoor.csv#headerlocationType#us_perm_visas.csv#preparer_info_emp_completed
glassdoor.csv,headerlocationType,us_perm_visas.csv,recr_info_coll_teach_comp_proc,glassdoor.csv#headerlocationType#us_perm_visas.csv#recr_info_coll_teach_comp_proc
glassdoor.csv,headerlocationType,us_perm_visas.csv,recr_info_coll_univ_teacher,glassdoor.csv#headerlocationType#us_perm_visas.csv#recr_info_coll_univ_teacher
glassdoor.csv,headerlocationType,us_perm_visas.csv,recr_info_employer_rec_payment,glassdoor.csv#headerlocationType#us_perm_visas.csv#recr_info_employer_rec_payment
glassdoor.csv,headerlocationType,us_perm_visas.csv,recr_info_professional_occ,glassdoor.csv#headerlocationType#us_perm_visas.csv#recr_info_professional_occ
glassdoor.csv,headerlocationType,us_perm_visas.csv,recr_info_sunday_newspaper,glassdoor.csv#headerlocationType#us_perm_visas.csv#recr_info_sunday_newspaper
glassdoor.csv,headerlocationType,us_perm_visas.csv,refile,glassdoor.csv#headerlocationType#us_perm_visas.csv#refile
glassdoor.csv,headerlocationType,us_perm_visas.csv,ri_2nd_ad_newspaper_or_journal,glassdoor.csv#headerlocationType#us_perm_visas.csv#ri_2nd_ad_newspaper_or_journal
glassdoor.csv,headerlocationType,us_perm_visas.csv,ri_coll_tch_basic_process,glassdoor.csv#headerlocationType#us_perm_visas.csv#ri_coll_tch_basic_process
glassdoor.csv,headerlocationType,us_perm_visas.csv,ri_layoff_in_past_six_months,glassdoor.csv#headerlocationType#us_perm_visas.csv#ri_layoff_in_past_six_months
glassdoor.csv,headerlocationType,us_perm_visas.csv,schd_a_sheepherder,glassdoor.csv#headerlocationType#us_perm_visas.csv#schd_a_sheepherder
glassdoor.csv,mapcountry,us_perm_visas.csv,country_of_citizenship,glassdoor.csv#mapcountry#us_perm_visas.csv#country_of_citizenship
glassdoor.csv,mapcountry,us_perm_visas.csv,country_of_citzenship,glassdoor.csv#mapcountry#us_perm_visas.csv#country_of_citzenship
glassdoor.csv,mapcountry,us_perm_visas.csv,foreign_worker_info_birth_country,glassdoor.csv#mapcountry#us_perm_visas.csv#foreign_worker_info_birth_country
glassdoor.csv,mapcountry,us_perm_visas.csv,fw_info_birth_country,glassdoor.csv#mapcountry#us_perm_visas.csv#fw_info_birth_country
glassdoor.csv,salarycountrytype,us_perm_visas.csv,foreign_worker_info_alt_edu_experience,glassdoor.csv#salarycountrytype#us_perm_visas.csv#foreign_worker_info_alt_edu_experience
glassdoor.csv,salarycountrytype,us_perm_visas.csv,foreign_worker_info_rel_occup_exp,glassdoor.csv#salarycountrytype#us_perm_visas.csv#foreign_worker_info_rel_occup_exp
glassdoor.csv,salarycountrytype,us_perm_visas.csv,foreign_worker_info_req_experience,glassdoor.csv#salarycountrytype#us_perm_visas.csv#foreign_worker_info_req_experience
glassdoor.csv,salarycountrytype,us_perm_visas.csv,foreign_worker_info_training_comp,glassdoor.csv#salarycountrytype#us_perm_visas.csv#foreign_worker_info_training_comp
glassdoor.csv,salarycountrytype,us_perm_visas.csv,foreign_worker_ownership_interest,glassdoor.csv#salarycountrytype#us_perm_visas.csv#foreign_worker_ownership_interest
glassdoor.csv,salarycountrytype,us_perm_visas.csv,fw_info_alt_edu_experience,glassdoor.csv#salarycountrytype#us_perm_visas.csv#fw_info_alt_edu_experience
glassdoor.csv,salarycountrytype,us_perm_visas.csv,fw_info_rel_occup_exp,glassdoor.csv#salarycountrytype#us_perm_visas.csv#fw_info_rel_occup_exp
glassdoor.csv,salarycountrytype,us_perm_visas.csv,fw_info_req_experience,glassdoor.csv#salarycountrytype#us_perm_visas.csv#fw_info_req_experience
glassdoor.csv,salarycountrytype,us_perm_visas.csv,fw_info_training_comp,glassdoor.csv#salarycountrytype#us_perm_visas.csv#fw_info_training_comp
glassdoor.csv,salarycountrytype,us_perm_visas.csv,fw_ownership_interest,glassdoor.csv#salarycountrytype#us_perm_visas.csv#fw_ownership_interest
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ji_foreign_worker_live_on_premises,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ji_foreign_worker_live_on_premises
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ji_fw_live_on_premises,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ji_fw_live_on_premises
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ji_live_in_dom_svc_contract,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ji_live_in_dom_svc_contract
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ji_live_in_domestic_service,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ji_live_in_domestic_service
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ji_offered_to_sec_j_foreign_worker,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ji_offered_to_sec_j_foreign_worker
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ji_offered_to_sec_j_fw,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ji_offered_to_sec_j_fw
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_alt_combo_ed_exp,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_alt_combo_ed_exp
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_alt_field,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_alt_field
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_combo_occupation,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_combo_occupation
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_experience,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_experience
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_foreign_ed,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_foreign_ed
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_foreign_lang_req,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_foreign_lang_req
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_job_req_normal,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_job_req_normal
glassdoor.csv,salarycountrytype,us_perm_visas.csv,job_info_training,glassdoor.csv#salarycountrytype#us_perm_visas.csv#job_info_training
glassdoor.csv,salarycountrytype,us_perm_visas.csv,preparer_info_emp_completed,glassdoor.csv#salarycountrytype#us_perm_visas.csv#preparer_info_emp_completed
glassdoor.csv,salarycountrytype,us_perm_visas.csv,rec_info_barg_rep_notified,glassdoor.csv#salarycountrytype#us_perm_visas.csv#rec_info_barg_rep_notified
glassdoor.csv,salarycountrytype,us_perm_visas.csv,recr_info_barg_rep_notified,glassdoor.csv#salarycountrytype#us_perm_visas.csv#recr_info_barg_rep_notified
glassdoor.csv,salarycountrytype,us_perm_visas.csv,recr_info_coll_teach_comp_proc,glassdoor.csv#salarycountrytype#us_perm_visas.csv#recr_info_coll_teach_comp_proc
glassdoor.csv,salarycountrytype,us_perm_visas.csv,recr_info_coll_univ_teacher,glassdoor.csv#salarycountrytype#us_perm_visas.csv#recr_info_coll_univ_teacher
glassdoor.csv,salarycountrytype,us_perm_visas.csv,recr_info_employer_rec_payment,glassdoor.csv#salarycountrytype#us_perm_visas.csv#recr_info_employer_rec_payment
glassdoor.csv,salarycountrytype,us_perm_visas.csv,recr_info_professional_occ,glassdoor.csv#salarycountrytype#us_perm_visas.csv#recr_info_professional_occ
glassdoor.csv,salarycountrytype,us_perm_visas.csv,recr_info_sunday_newspaper,glassdoor.csv#salarycountrytype#us_perm_visas.csv#recr_info_sunday_newspaper
glassdoor.csv,salarycountrytype,us_perm_visas.csv,refile,glassdoor.csv#salarycountrytype#us_perm_visas.csv#refile
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ri_2nd_ad_newspaper_or_journal,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ri_2nd_ad_newspaper_or_journal
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ri_coll_tch_basic_process,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ri_coll_tch_basic_process
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ri_layoff_in_past_six_months,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ri_layoff_in_past_six_months
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ri_posted_notice_at_worksite,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ri_posted_notice_at_worksite
glassdoor.csv,salarycountrytype,us_perm_visas.csv,ri_us_workers_considered,glassdoor.csv#salarycountrytype#us_perm_visas.csv#ri_us_workers_considered
glassdoor.csv,salarycountrytype,us_perm_visas.csv,schd_a_sheepherder,glassdoor.csv#salarycountrytype#us_perm_visas.csv#schd_a_sheepherder
covid-19_tw.csv,Country,glassdoor.csv,mapcountry,covid-19_tw.csv#Country#glassdoor.csv#mapcountry
DatafinitiElectronicsProductsPricingData.csv,pricescurrency,glassdoor.csv,salarycountrycurrencycurrencyCode,DatafinitiElectronicsProductsPricingData.csv#pricescurrency#glassdoor.csv#salarycountrycurrencycurrencyCode
DatafinitiElectronicsProductsPricingData.csv,pricescurrency,glassdoor.csv,salarycountrycurrencyCode,DatafinitiElectronicsProductsPricingData.csv#pricescurrency#glassdoor.csv#salarycountrycurrencyCode
DatafinitiElectronicsProductsPricingData.csv,pricescurrency,glassdoor.csv,salarycurrencycurrencyCode,DatafinitiElectronicsProductsPricingData.csv#pricescurrency#glassdoor.csv#salarycurrencycurrencyCode
2020-04-25 Coronavirus Tweets.CSV,place_type,glassdoor.csv,gaTrackerDatalocationType,2020-04-25 Coronavirus Tweets.CSV#place_type#glassdoor.csv#gaTrackerDatalocationType
2020-04-25 Coronavirus Tweets.CSV,country_code,glassdoor.csv,mapcountry,2020-04-25 Coronavirus Tweets.CSV#country_code#glassdoor.csv#mapcountry
2020-04-25 Coronavirus Tweets.CSV,lang,glassdoor.csv,mapcountry,2020-04-25 Coronavirus Tweets.CSV#lang#glassdoor.csv#mapcountry
glassdoor.csv,headerlocationType,previous_application.csv,FLAG_LAST_APPL_PER_CONTRACT,glassdoor.csv#headerlocationType#previous_application.csv#FLAG_LAST_APPL_PER_CONTRACT
glassdoor.csv,salarycountrytype,previous_application.csv,FLAG_LAST_APPL_PER_CONTRACT,glassdoor.csv#salarycountrytype#previous_application.csv#FLAG_LAST_APPL_PER_CONTRACT
glassdoor.csv,headerlocationType,otp.csv,direction,glassdoor.csv#headerlocationType#otp.csv#direction
glassdoor.csv,salarycountrytype,otp.csv,direction,glassdoor.csv#salarycountrytype#otp.csv#direction
2020-04-16 Coronavirus Tweets.CSV,place_type,glassdoor.csv,gaTrackerDatalocationType,2020-04-16 Coronavirus Tweets.CSV#place_type#glassdoor.csv#gaTrackerDatalocationType
2020-04-16 Coronavirus Tweets.CSV,country_code,glassdoor.csv,mapcountry,2020-04-16 Coronavirus Tweets.CSV#country_code#glassdoor.csv#mapcountry
2020-04-16 Coronavirus Tweets.CSV,lang,glassdoor.csv,mapcountry,2020-04-16 Coronavirus Tweets.CSV#lang#glassdoor.csv#mapcountry
glassdoor.csv,headerlocationType,yellow_tripdata_2019-01.csv,store_and_fwd_flag,glassdoor.csv#headerlocationType#yellow_tripdata_2019-01.csv#store_and_fwd_flag
glassdoor.csv,salarycountrytype,yellow_tripdata_2019-01.csv,store_and_fwd_flag,glassdoor.csv#salarycountrytype#yellow_tripdata_2019-01.csv#store_and_fwd_flag
homicide_reports.csv,Crime Solved,saudi-hourly-weather-data.csv,sky_cavok,homicide_reports.csv#Crime Solved#saudi-hourly-weather-data.csv#sky_cavok
DatafinitiElectronicsProductsPricingData.csv,pricesavailability,saudi-hourly-weather-data.csv,sky_cavok,DatafinitiElectronicsProductsPricingData.csv#pricesavailability#saudi-hourly-weather-data.csv#sky_cavok
Consumer_Complaints.csv,Timely response,saudi-hourly-weather-data.csv,sky_cavok,Consumer_Complaints.csv#Timely response#saudi-hourly-weather-data.csv#sky_cavok
Consumer_Complaints.csv,Consumer disputed,saudi-hourly-weather-data.csv,sky_cavok,Consumer_Complaints.csv#Consumer disputed#saudi-hourly-weather-data.csv#sky_cavok
Chicago_Crimes_2012_to_2017.csv,FBI Code,trainView.csv,status,Chicago_Crimes_2012_to_2017.csv#FBI Code#trainView.csv#status
business-licences.csv,ExpiredDate,trainView.csv,date,business-licences.csv#ExpiredDate#trainView.csv#date
trainView.csv,date,us_perm_visas.csv,decision_date,trainView.csv#date#us_perm_visas.csv#decision_date
trainView.csv,date,us_perm_visas.csv,recr_info_prof_org_advert_from,trainView.csv#date#us_perm_visas.csv#recr_info_prof_org_advert_from
trainView.csv,date,us_perm_visas.csv,recr_info_prof_org_advert_to,trainView.csv#date#us_perm_visas.csv#recr_info_prof_org_advert_to
trainView.csv,date,us_perm_visas.csv,recr_info_radio_tv_ad_from,trainView.csv#date#us_perm_visas.csv#recr_info_radio_tv_ad_from
trainView.csv,date,us_perm_visas.csv,recr_info_radio_tv_ad_to,trainView.csv#date#us_perm_visas.csv#recr_info_radio_tv_ad_to
trainView.csv,date,us_perm_visas.csv,ri_campus_placement_from,trainView.csv#date#us_perm_visas.csv#ri_campus_placement_from
trainView.csv,date,us_perm_visas.csv,ri_campus_placement_to,trainView.csv#date#us_perm_visas.csv#ri_campus_placement_to
trainView.csv,date,us_perm_visas.csv,ri_employee_referral_prog_from,trainView.csv#date#us_perm_visas.csv#ri_employee_referral_prog_from
trainView.csv,date,us_perm_visas.csv,ri_employee_referral_prog_to,trainView.csv#date#us_perm_visas.csv#ri_employee_referral_prog_to
trainView.csv,date,us_perm_visas.csv,ri_local_ethnic_paper_from,trainView.csv#date#us_perm_visas.csv#ri_local_ethnic_paper_from
trainView.csv,date,us_perm_visas.csv,ri_local_ethnic_paper_to,trainView.csv#date#us_perm_visas.csv#ri_local_ethnic_paper_to
trainView.csv,date,us_perm_visas.csv,ri_pvt_employment_firm_from,trainView.csv#date#us_perm_visas.csv#ri_pvt_employment_firm_from
trainView.csv,date,us_perm_visas.csv,ri_pvt_employment_firm_to,trainView.csv#date#us_perm_visas.csv#ri_pvt_employment_firm_to
Homo_sapiens.GRCh38.92.csv,frame,trainView.csv,track_change,Homo_sapiens.GRCh38.92.csv#frame#trainView.csv#track_change
trainView.csv,status,utterances.csv,episode_order,trainView.csv#status#utterances.csv#episode_order
property-tax-report.csv,BLOCK,trainView.csv,status,property-tax-report.csv#BLOCK#trainView.csv#status
property-tax-report.csv,LOT,trainView.csv,status,property-tax-report.csv#LOT#trainView.csv#status
Chicago_Crimes_2008_to_2011.csv,FBI Code,trainView.csv,status,Chicago_Crimes_2008_to_2011.csv#FBI Code#trainView.csv#status
all_anonymized_2015_11_2017_03.csv,seat_count,trainView.csv,status,all_anonymized_2015_11_2017_03.csv#seat_count#trainView.csv#status
otp.csv,train_id,trainView.csv,train_id,otp.csv#train_id#trainView.csv#train_id
otp.csv,origin,trainView.csv,next_station,otp.csv#origin#trainView.csv#next_station
otp.csv,next_station,trainView.csv,next_station,otp.csv#next_station#trainView.csv#next_station
otp.csv,origin,trainView.csv,dest,otp.csv#origin#trainView.csv#dest
otp.csv,next_station,trainView.csv,dest,otp.csv#next_station#trainView.csv#dest
otp.csv,origin,trainView.csv,source,otp.csv#origin#trainView.csv#source
otp.csv,next_station,trainView.csv,source,otp.csv#next_station#trainView.csv#source
otp.csv,date,trainView.csv,date,otp.csv#date#trainView.csv#date
Chicago_Crimes_2005_to_2007.csv,FBI Code,trainView.csv,status,Chicago_Crimes_2005_to_2007.csv#FBI Code#trainView.csv#status
Chicago_Crimes_2001_to_2004.csv,FBI Code,trainView.csv,status,Chicago_Crimes_2001_to_2004.csv#FBI Code#trainView.csv#status
Chicago_Crimes_2008_to_2011.csv,Block,Chicago_Crimes_2012_to_2017.csv,Block,Chicago_Crimes_2008_to_2011.csv#Block#Chicago_Crimes_2012_to_2017.csv#Block
Chicago_Crimes_2008_to_2011.csv,IUCR,Chicago_Crimes_2012_to_2017.csv,IUCR,Chicago_Crimes_2008_to_2011.csv#IUCR#Chicago_Crimes_2012_to_2017.csv#IUCR
Chicago_Crimes_2008_to_2011.csv,Primary Type,Chicago_Crimes_2012_to_2017.csv,Primary Type,Chicago_Crimes_2008_to_2011.csv#Primary Type#Chicago_Crimes_2012_to_2017.csv#Primary Type
Chicago_Crimes_2008_to_2011.csv,Description,Chicago_Crimes_2012_to_2017.csv,Description,Chicago_Crimes_2008_to_2011.csv#Description#Chicago_Crimes_2012_to_2017.csv#Description
Chicago_Crimes_2008_to_2011.csv,Location Description,Chicago_Crimes_2012_to_2017.csv,Location Description,Chicago_Crimes_2008_to_2011.csv#Location Description#Chicago_Crimes_2012_to_2017.csv#Location Description
Chicago_Crimes_2008_to_2011.csv,FBI Code,Chicago_Crimes_2012_to_2017.csv,FBI Code,Chicago_Crimes_2008_to_2011.csv#FBI Code#Chicago_Crimes_2012_to_2017.csv#FBI Code
Chicago_Crimes_2008_to_2011.csv,Updated On,Chicago_Crimes_2012_to_2017.csv,Updated On,Chicago_Crimes_2008_to_2011.csv#Updated On#Chicago_Crimes_2012_to_2017.csv#Updated On
Chicago_Crimes_2008_to_2011.csv,Location,Chicago_Crimes_2012_to_2017.csv,Location,Chicago_Crimes_2008_to_2011.csv#Location#Chicago_Crimes_2012_to_2017.csv#Location
Chicago_Crimes_2012_to_2017.csv,FBI Code,all_anonymized_2015_11_2017_03.csv,seat_count,Chicago_Crimes_2012_to_2017.csv#FBI Code#all_anonymized_2015_11_2017_03.csv#seat_count
Chicago_Crimes_2005_to_2007.csv,Block,Chicago_Crimes_2012_to_2017.csv,Block,Chicago_Crimes_2005_to_2007.csv#Block#Chicago_Crimes_2012_to_2017.csv#Block
Chicago_Crimes_2005_to_2007.csv,IUCR,Chicago_Crimes_2012_to_2017.csv,IUCR,Chicago_Crimes_2005_to_2007.csv#IUCR#Chicago_Crimes_2012_to_2017.csv#IUCR
Chicago_Crimes_2005_to_2007.csv,Primary Type,Chicago_Crimes_2012_to_2017.csv,Primary Type,Chicago_Crimes_2005_to_2007.csv#Primary Type#Chicago_Crimes_2012_to_2017.csv#Primary Type
Chicago_Crimes_2005_to_2007.csv,Description,Chicago_Crimes_2012_to_2017.csv,Description,Chicago_Crimes_2005_to_2007.csv#Description#Chicago_Crimes_2012_to_2017.csv#Description
Chicago_Crimes_2005_to_2007.csv,Location Description,Chicago_Crimes_2012_to_2017.csv,Location Description,Chicago_Crimes_2005_to_2007.csv#Location Description#Chicago_Crimes_2012_to_2017.csv#Location Description
Chicago_Crimes_2005_to_2007.csv,FBI Code,Chicago_Crimes_2012_to_2017.csv,FBI Code,Chicago_Crimes_2005_to_2007.csv#FBI Code#Chicago_Crimes_2012_to_2017.csv#FBI Code
Chicago_Crimes_2005_to_2007.csv,Location,Chicago_Crimes_2012_to_2017.csv,Location,Chicago_Crimes_2005_to_2007.csv#Location#Chicago_Crimes_2012_to_2017.csv#Location
Chicago_Crimes_2001_to_2004.csv,Block,Chicago_Crimes_2012_to_2017.csv,Block,Chicago_Crimes_2001_to_2004.csv#Block#Chicago_Crimes_2012_to_2017.csv#Block
Chicago_Crimes_2001_to_2004.csv,IUCR,Chicago_Crimes_2012_to_2017.csv,IUCR,Chicago_Crimes_2001_to_2004.csv#IUCR#Chicago_Crimes_2012_to_2017.csv#IUCR
Chicago_Crimes_2001_to_2004.csv,Primary Type,Chicago_Crimes_2012_to_2017.csv,Primary Type,Chicago_Crimes_2001_to_2004.csv#Primary Type#Chicago_Crimes_2012_to_2017.csv#Primary Type
Chicago_Crimes_2001_to_2004.csv,Description,Chicago_Crimes_2012_to_2017.csv,Description,Chicago_Crimes_2001_to_2004.csv#Description#Chicago_Crimes_2012_to_2017.csv#Description
Chicago_Crimes_2001_to_2004.csv,Location Description,Chicago_Crimes_2012_to_2017.csv,Location Description,Chicago_Crimes_2001_to_2004.csv#Location Description#Chicago_Crimes_2012_to_2017.csv#Location Description
Chicago_Crimes_2001_to_2004.csv,FBI Code,Chicago_Crimes_2012_to_2017.csv,FBI Code,Chicago_Crimes_2001_to_2004.csv#FBI Code#Chicago_Crimes_2012_to_2017.csv#FBI Code
Chicago_Crimes_2001_to_2004.csv,Location,Chicago_Crimes_2012_to_2017.csv,Location,Chicago_Crimes_2001_to_2004.csv#Location#Chicago_Crimes_2012_to_2017.csv#Location
2020-04-27 Coronavirus Tweets.CSV,source,2020-04-29 Coronavirus Tweets.CSV,source,2020-04-27 Coronavirus Tweets.CSV#source#2020-04-29 Coronavirus Tweets.CSV#source
2020-04-27 Coronavirus Tweets.CSV,country_code,2020-04-29 Coronavirus Tweets.CSV,country_code,2020-04-27 Coronavirus Tweets.CSV#country_code#2020-04-29 Coronavirus Tweets.CSV#country_code
2020-04-27 Coronavirus Tweets.CSV,country_code,2020-04-29 Coronavirus Tweets.CSV,lang,2020-04-27 Coronavirus Tweets.CSV#country_code#2020-04-29 Coronavirus Tweets.CSV#lang
2020-04-27 Coronavirus Tweets.CSV,place_type,2020-04-29 Coronavirus Tweets.CSV,place_type,2020-04-27 Coronavirus Tweets.CSV#place_type#2020-04-29 Coronavirus Tweets.CSV#place_type
2020-04-27 Coronavirus Tweets.CSV,lang,2020-04-29 Coronavirus Tweets.CSV,country_code,2020-04-27 Coronavirus Tweets.CSV#lang#2020-04-29 Coronavirus Tweets.CSV#country_code
2020-04-27 Coronavirus Tweets.CSV,lang,2020-04-29 Coronavirus Tweets.CSV,lang,2020-04-27 Coronavirus Tweets.CSV#lang#2020-04-29 Coronavirus Tweets.CSV#lang
2020-04-26 Coronavirus Tweets.CSV,source,2020-04-27 Coronavirus Tweets.CSV,source,2020-04-26 Coronavirus Tweets.CSV#source#2020-04-27 Coronavirus Tweets.CSV#source
2020-04-26 Coronavirus Tweets.CSV,country_code,2020-04-27 Coronavirus Tweets.CSV,country_code,2020-04-26 Coronavirus Tweets.CSV#country_code#2020-04-27 Coronavirus Tweets.CSV#country_code
2020-04-26 Coronavirus Tweets.CSV,lang,2020-04-27 Coronavirus Tweets.CSV,country_code,2020-04-26 Coronavirus Tweets.CSV#lang#2020-04-27 Coronavirus Tweets.CSV#country_code
2020-04-26 Coronavirus Tweets.CSV,place_type,2020-04-27 Coronavirus Tweets.CSV,place_type,2020-04-26 Coronavirus Tweets.CSV#place_type#2020-04-27 Coronavirus Tweets.CSV#place_type
2020-04-26 Coronavirus Tweets.CSV,country_code,2020-04-27 Coronavirus Tweets.CSV,lang,2020-04-26 Coronavirus Tweets.CSV#country_code#2020-04-27 Coronavirus Tweets.CSV#lang
2020-04-26 Coronavirus Tweets.CSV,lang,2020-04-27 Coronavirus Tweets.CSV,lang,2020-04-26 Coronavirus Tweets.CSV#lang#2020-04-27 Coronavirus Tweets.CSV#lang
2020-04-25 Coronavirus Tweets.CSV,source,2020-04-27 Coronavirus Tweets.CSV,source,2020-04-25 Coronavirus Tweets.CSV#source#2020-04-27 Coronavirus Tweets.CSV#source
2020-04-25 Coronavirus Tweets.CSV,country_code,2020-04-27 Coronavirus Tweets.CSV,country_code,2020-04-25 Coronavirus Tweets.CSV#country_code#2020-04-27 Coronavirus Tweets.CSV#country_code
2020-04-25 Coronavirus Tweets.CSV,lang,2020-04-27 Coronavirus Tweets.CSV,country_code,2020-04-25 Coronavirus Tweets.CSV#lang#2020-04-27 Coronavirus Tweets.CSV#country_code
2020-04-25 Coronavirus Tweets.CSV,place_type,2020-04-27 Coronavirus Tweets.CSV,place_type,2020-04-25 Coronavirus Tweets.CSV#place_type#2020-04-27 Coronavirus Tweets.CSV#place_type
